id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
381,Thompson,tube,6.96,4069,0.1227,11.5,11.5,1727,2.4
382,Thompson,tube,6.89,4069,0.1758,11.5,11.5,2007,2.2
383,Thompson,tube,6.96,4069,0.1762,11.5,11.5,2007,2.2
384,Thompson,tube,6.96,4069,0.1439,11.5,11.5,2007,2.3
385,Thompson,tube,7.00,4069,0.1441,11.5,11.5,2007,2.3
386,Thompson,tube,6.89,1465,0.0609,12.4,12.4,610,4.2
387,Thompson,tube,6.89,1492,0.1422,12.4,12.4,610,3.8
388,Thompson,tube,6.89,1546,0.0797,12.4,12.4,610,4.0
389,Thompson,tube,6.89,1668,0.0111,12.4,12.4,610,4.4
390,Thompson,tube,6.89,1668,-0.0022,12.4,12.4,610,4.9
391,Thompson,tube,6.89,2319,0.1085,12.4,12.4,610,3.5
392,Thompson,tube,6.89,2360,0.0786,12.4,12.4,610,3.8
393,Thompson,tube,6.89,2577,0.0340,12.4,12.4,610,4.3
394,Thompson,tube,6.89,2712,0.0263,12.4,12.4,610,4.3
395,Thompson,tube,6.89,2726,0.0073,12.4,12.4,610,4.5
396,Thompson,tube,6.89,2645,0.0030,12.4,12.4,610,4.5
397,Thompson,tube,6.89,2685,0.0151,12.4,12.4,610,4.5
398,Thompson,tube,6.89,1899,0.0841,12.8,12.8,1930,3.1
399,Thompson,tube,6.89,1912,0.1144,12.8,12.8,1930,3.0
400,Thompson,tube,6.89,1926,0.0803,12.8,12.8,1930,3.4
401,Thompson,tube,6.89,1967,0.1203,12.8,12.8,1930,2.8
402,Thompson,tube,6.89,1980,0.1517,12.8,12.8,1930,2.7
403,Thompson,tube,6.89,2699,0.1915,12.8,12.8,1930,2.1
404,Thompson,tube,6.89,2699,-0.0008,12.8,12.8,1930,3.8
405,Thompson,tube,6.89,2699,0.0192,12.8,12.8,1930,3.6
406,Thompson,tube,6.89,2699,0.0463,12.8,12.8,1930,3.0
407,Thompson,tube,6.89,2712,0.1092,12.8,12.8,1930,2.5
408,Thompson,tube,6.89,2740,0.1628,12.8,12.8,1930,2.4
409,Thompson,tube,6.89,2740,0.0724,12.8,12.8,1930,2.7
410,Thompson,tube,6.89,2740,0.0184,12.8,12.8,1930,3.2
411,Thompson,tube,6.89,2767,0.1594,12.8,12.8,1930,2.4
412,Thompson,tube,6.89,3730,-0.0453,12.8,12.8,1930,4.4
413,Thompson,tube,6.89,3770,0.1655,12.8,12.8,1930,2.0
414,Thompson,tube,6.89,3797,-0.0166,12.8,12.8,1930,3.8
415,Thompson,tube,6.89,3811,0.1165,12.8,12.8,1930,2.3
416,Thompson,tube,6.89,3811,0.0433,12.8,12.8,1930,2.9
417,Thompson,tube,6.89,3811,0.0129,12.8,12.8,1930,3.2
418,Thompson,tube,6.89,3825,0.0675,12.8,12.8,1930,2.5
419,Thompson,tube,6.89,5398,-0.0166,12.8,12.8,1930,4.2
420,Thompson,tube,6.89,5438,0.0645,12.8,12.8,1930,2.5
421,Thompson,tube,6.89,5452,0.0027,12.8,12.8,1930,3.5
422,Thompson,tube,6.89,5466,0.1128,12.8,12.8,1930,2.2
423,Thompson,tube,6.89,5479,0.0280,12.8,12.8,1930,2.9
424,Thompson,tube,6.89,7269,0.1006,12.8,12.8,1930,2.4
425,Thompson,tube,6.89,7500,0.0335,12.8,12.8,1930,2.9
426,Thompson,tube,6.89,7568,0.0032,12.8,12.8,1930,3.6
427,Thompson,tube,6.89,2495,0.0502,22.2,22.2,610,3.2
428,Thompson,tube,6.89,2360,-0.0310,22.6,22.6,610,3.5
429,Thompson,tube,6.89,2265,0.0262,23.5,23.5,610,3.2
430,Thompson,tube,6.89,2278,0.0027,23.5,23.5,610,3.2
431,Thompson,tube,6.89,2319,-0.0134,23.5,23.5,610,3.4
432,Thompson,tube,6.89,2319,0.0065,23.6,23.6,610,3.2
433,Thompson,tube,6.89,666,0.0971,23.6,23.6,610,4.1
434,Thompson,tube,6.89,673,0.1360,23.6,23.6,610,3.9
435,Thompson,tube,6.89,928,0.1352,23.6,23.6,610,3.5
436,Thompson,tube,6.89,949,0.0229,23.6,23.6,610,4.0
437,Thompson,tube,6.89,957,0.0816,23.6,23.6,610,3.8
438,Thompson,tube,6.89,959,-0.0123,23.6,23.6,610,4.3
439,Thompson,tube,6.89,968,0.1759,23.6,23.6,610,3.3
440,Thompson,tube,6.89,1339,0.0008,23.6,23.6,610,3.8
441,Thompson,tube,6.89,1354,0.0487,23.6,23.6,610,3.6
442,Thompson,tube,6.89,1356,0.1136,23.6,23.6,610,3.2
443,Thompson,tube,6.89,1370,-0.0438,23.6,23.6,610,4.2
444,Thompson,tube,6.89,1383,-0.0865,23.6,23.6,610,4.8
445,Thompson,tube,6.89,1872,-0.0962,23.6,23.6,610,4.4
446,Thompson,tube,6.89,1885,-0.0471,23.6,23.6,610,3.8
447,Thompson,tube,6.89,1912,0.0114,23.6,23.6,610,3.4
448,Thompson,tube,6.89,1912,-0.1521,23.6,23.6,610,4.8
449,Thompson,tube,6.89,1926,0.0603,23.6,23.6,610,3.1
450,Thompson,tube,6.89,2685,-0.0246,23.6,23.6,610,3.7
451,Thompson,tube,6.89,2699,0.0362,23.6,23.6,610,3.1
452,Thompson,tube,6.89,2699,-0.1859,23.6,23.6,610,5.5
453,Thompson,tube,6.89,2712,-0.0815,23.6,23.6,610,4.3
454,Thompson,tube,6.89,2740,-0.1354,23.6,23.6,610,5.0
455,Thompson,tube,6.89,3797,0.0135,23.6,23.6,610,3.1
456,Thompson,tube,6.89,3797,-0.0434,23.6,23.6,610,4.1
457,Thompson,tube,6.89,3825,-0.0969,23.6,23.6,610,5.2
458,Thompson,tube,6.89,3825,-0.1479,23.6,23.6,610,5.9
459,Thompson,tube,6.89,3852,-0.2094,23.6,23.6,610,6.8
460,Thompson,tube,6.89,5357,-0.0027,23.6,23.6,610,3.4
461,Thompson,tube,6.89,5384,-0.0629,23.6,23.6,610,4.4
462,Thompson,tube,6.89,5479,-0.1100,23.6,23.6,610,6.4
463,Thompson,tube,6.89,7405,-0.1178,23.6,23.6,610,8.0
464,Thompson,tube,6.89,7473,-0.0650,23.6,23.6,610,6.3
465,Thompson,tube,6.89,7486,-0.0105,23.6,23.6,610,4.3
466,Thompson,tube,6.89,1356,0.1995,23.6,23.6,1972,2.4
467,Thompson,tube,6.89,1356,0.1131,23.6,23.6,1972,2.7
468,Thompson,tube,6.89,1370,0.1431,23.6,23.6,1972,2.5
469,Thompson,tube,6.89,1899,0.1388,23.6,23.6,1972,2.2
470,Thompson,tube,6.89,1912,0.0958,23.6,23.6,1972,2.5
471,Thompson,tube,6.89,1912,0.1950,23.6,23.6,1972,2.1
472,Thompson,tube,6.89,1912,0.1950,23.6,23.6,1972,2.1
473,Thompson,tube,6.89,1912,-0.0428,23.6,23.6,1972,3.5
474,Thompson,tube,6.89,1926,0.1855,23.6,23.6,1972,2.1
475,Thompson,tube,6.89,1926,0.0414,23.6,23.6,1972,2.6
476,Thompson,tube,6.89,1926,0.0191,23.6,23.6,1972,3.0
477,Thompson,tube,6.89,1926,0.0934,23.6,23.6,1972,2.2
478,Thompson,tube,6.89,2699,0.0231,23.6,23.6,1972,2.6
479,Thompson,tube,6.89,2699,0.1197,23.6,23.6,1972,2.0
480,Thompson,tube,6.89,2712,0.1152,23.6,23.6,1972,2.0
481,Thompson,tube,6.89,2712,0.0702,23.6,23.6,1972,2.3
482,Thompson,tube,6.89,2712,-0.0089,23.6,23.6,1972,3.0
483,Thompson,tube,6.89,2712,-0.0449,23.6,23.6,1972,3.4
484,Thompson,tube,6.89,2712,0.1214,23.6,23.6,1972,2.1
485,Thompson,tube,6.89,2726,0.1144,23.6,23.6,1972,2.0
486,Thompson,tube,6.89,2753,0.0613,23.6,23.6,1972,2.2
487,Thompson,tube,6.89,2753,-0.1036,23.6,23.6,1972,4.3
488,Thompson,tube,6.89,3486,0.0790,23.6,23.6,1972,2.0
489,Thompson,tube,6.89,3580,0.0811,23.6,23.6,1972,2.0
490,Thompson,tube,6.89,3716,0.0802,23.6,23.6,1972,1.9
491,Thompson,tube,6.89,3784,0.0253,23.6,23.6,1972,2.5
492,Thompson,tube,6.89,3811,0.0682,23.6,23.6,1972,2.0
493,Thompson,tube,6.89,3811,-0.0101,23.6,23.6,1972,3.1
494,Thompson,tube,6.89,3825,-0.0414,23.6,23.6,1972,3.7
495,Thompson,tube,6.89,3825,-0.0735,23.6,23.6,1972,4.3
496,Thompson,tube,6.89,5357,0.0550,23.6,23.6,1972,2.4
497,Thompson,tube,6.89,5411,-0.0306,23.6,23.6,1972,3.9
498,Thompson,tube,6.89,5466,0.0065,23.6,23.6,1972,3.1
499,Thompson,tube,6.89,5479,-0.0666,23.6,23.6,1972,4.8
500,Thompson,tube,6.89,5520,-0.1099,23.6,23.6,1972,5.5
501,Thompson,tube,6.89,7215,0.0404,23.6,23.6,1972,2.7
502,Thompson,tube,6.89,7405,-0.0054,23.6,23.6,1972,3.8
503,Thompson,tube,6.89,7514,-0.0457,23.6,23.6,1972,4.9
504,Thompson,tube,6.89,2265,0.0254,23.7,23.7,610,3.2
505,Thompson,tube,6.89,678,0.2034,37.5,37.5,1953,2.9
506,Thompson,tube,6.89,692,0.1484,37.5,37.5,1953,3.0
507,Thompson,tube,6.89,949,0.1167,37.5,37.5,1953,3.0
508,Thompson,tube,6.89,949,0.1317,37.5,37.5,1953,2.7
509,Thompson,tube,6.89,949,0.1746,37.5,37.5,1953,2.5
510,Thompson,tube,6.89,1316,0.1501,37.5,37.5,1953,2.4
511,Thompson,tube,6.89,1343,0.0572,37.5,37.5,1953,2.9
512,Thompson,tube,6.89,1343,0.0990,37.5,37.5,1953,2.6
513,Thompson,tube,6.89,1356,0.1730,37.5,37.5,1953,2.1
514,Thompson,tube,6.89,1356,-0.0303,37.5,37.5,1953,3.5
515,Thompson,tube,6.89,1370,0.0211,37.5,37.5,1953,3.3
516,Thompson,tube,6.89,1370,-0.0715,37.5,37.5,1953,3.8
517,Thompson,tube,6.89,1383,0.0067,37.5,37.5,1953,3.3
518,Thompson,tube,6.89,1885,0.0585,37.5,37.5,1953,2.5
519,Thompson,tube,6.89,1885,0.0181,37.5,37.5,1953,2.8
520,Thompson,tube,6.89,1899,-0.0594,37.5,37.5,1953,3.6
521,Thompson,tube,6.89,1912,0.1180,37.5,37.5,1953,2.3
522,Thompson,tube,6.89,1912,-0.0264,37.5,37.5,1953,3.2
523,Thompson,tube,6.89,1912,0.1180,37.5,37.5,1953,2.3
524,Thompson,tube,6.89,1912,0.1180,37.5,37.5,1953,2.3
525,Thompson,tube,6.89,2658,-0.1918,37.5,37.5,1953,4.9
526,Thompson,tube,6.89,2672,-0.1504,37.5,37.5,1953,4.6
527,Thompson,tube,6.89,2699,-0.0299,37.5,37.5,1953,3.2
528,Thompson,tube,6.89,2712,-0.1138,37.5,37.5,1953,4.1
529,Thompson,tube,6.89,2726,0.0648,37.5,37.5,1953,2.3
530,Thompson,tube,6.89,2726,-0.0765,37.5,37.5,1953,3.6
531,Thompson,tube,6.89,2740,0.0115,37.5,37.5,1953,2.7
532,Thompson,tube,6.89,3784,-0.0515,37.5,37.5,1953,3.8
533,Thompson,tube,6.89,3811,-0.0087,37.5,37.5,1953,3.1
534,Thompson,tube,6.89,3811,-0.0943,37.5,37.5,1953,4.5
535,Thompson,tube,6.89,3825,-0.1347,37.5,37.5,1953,5.2
536,Thompson,tube,6.89,3838,0.0383,37.5,37.5,1953,2.5
537,Thompson,tube,6.89,5371,0.0241,37.5,37.5,1953,2.8
538,Thompson,tube,6.89,5425,-0.1536,37.5,37.5,1953,6.7
539,Thompson,tube,6.89,5466,-0.0664,37.5,37.5,1953,4.9
540,Thompson,tube,6.89,5493,-0.0229,37.5,37.5,1953,3.9
541,Thompson,tube,6.89,5493,-0.1090,37.5,37.5,1953,5.9
542,Thompson,tube,6.89,7459,-0.0320,37.5,37.5,1953,4.7
543,Thompson,tube,6.89,7459,-0.0757,37.5,37.5,1953,6.0
544,Thompson,tube,6.89,7514,0.0144,37.5,37.5,1953,3.3
545,Thompson,tube,8.96,2034,0.1703,11.5,11.5,1524,2.5
546,Thompson,tube,8.96,2034,0.1887,11.5,11.5,1524,2.1
547,Thompson,tube,8.89,4069,0.1150,11.5,11.5,1524,1.8
548,Thompson,tube,8.89,4069,0.0787,11.5,11.5,1524,2.0
549,Thompson,tube,8.93,4069,0.0656,11.5,11.5,1524,2.4
550,Thompson,tube,8.96,4069,0.1113,11.5,11.5,1524,1.8
551,Thompson,tube,8.96,4069,0.0886,11.5,11.5,1524,2.1
552,Thompson,tube,9.00,4069,0.0637,11.5,11.5,1524,2.4
553,Thompson,tube,10.45,1275,0.1874,4.6,4.6,229,4.2
554,Thompson,tube,10.41,1288,0.1244,4.6,4.6,229,4.6
555,Thompson,tube,10.38,1302,0.0860,4.6,4.6,229,4.6
556,Thompson,tube,10.24,1343,0.0353,4.6,4.6,229,4.8
557,Thompson,tube,10.38,1343,0.1134,4.6,4.6,229,5.1
558,Thompson,tube,10.41,1383,0.0139,4.6,4.6,229,5.3
559,Thompson,tube,10.45,2387,0.0713,4.6,4.6,229,4.3
560,Thompson,tube,10.48,2387,0.0916,4.6,4.6,229,3.9
561,Thompson,tube,10.51,2428,0.0535,4.6,4.6,229,4.6
562,Thompson,tube,10.51,2550,0.0000,4.6,4.6,229,5.0
563,Thompson,tube,10.51,2563,0.0069,4.6,4.6,229,6.0
564,Thompson,tube,10.57,2563,-0.0655,4.6,4.6,229,5.0
565,Thompson,tube,10.51,2631,-0.0881,4.6,4.6,229,6.2
566,Thompson,tube,11.03,2034,0.0428,9.3,9.3,305,3.5
567,Thompson,tube,11.03,2034,-0.0488,9.3,9.3,305,4.5
568,Thompson,tube,11.03,1017,0.1695,9.3,9.3,762,2.8
569,Thompson,tube,11.03,1017,0.1733,9.3,9.3,762,2.8
570,Thompson,tube,11.00,2034,0.1410,9.3,9.3,762,2.1
571,Thompson,tube,11.03,2034,0.1390,9.3,9.3,762,2.1
572,Thompson,tube,11.03,2034,0.0616,9.3,9.3,762,3.2
573,Thompson,tube,11.03,2034,-0.0232,9.3,9.3,762,4.1
574,Thompson,tube,11.10,2034,0.0557,9.3,9.3,762,3.2
575,Thompson,tube,11.14,2034,-0.0254,9.3,9.3,762,4.1
576,Thompson,tube,11.00,4069,-0.0263,9.3,9.3,762,5.0
577,Thompson,tube,11.00,4069,-0.0263,9.3,9.3,762,5.0
578,Thompson,tube,11.03,4069,0.0554,9.3,9.3,762,2.9
579,Thompson,tube,11.03,4069,0.0091,9.3,9.3,762,4.0
580,Thompson,tube,11.07,4069,0.0553,9.3,9.3,762,2.9
581,Thompson,tube,11.07,4069,0.0113,9.3,9.3,762,4.0
582,Thompson,tube,11.00,2034,0.1662,9.3,9.3,1524,2.0
583,Thompson,tube,11.03,2034,0.1181,9.3,9.3,1524,2.6
584,Thompson,tube,11.10,2034,0.1607,9.3,9.3,1524,2.0
585,Thompson,tube,10.96,4069,0.0505,9.3,9.3,1524,3.1
586,Thompson,tube,11.07,4069,0.1004,9.3,9.3,1524,1.8
587,Thompson,tube,11.07,4069,0.0613,9.3,9.3,1524,3.2
588,Thompson,tube,11.14,4069,0.1112,9.3,9.3,1524,1.9
589,Thompson,tube,10.34,3716,-0.0207,10.3,10.3,762,3.9
590,Thompson,tube,10.34,3757,-0.0172,10.3,10.3,762,4.0
591,Thompson,tube,10.34,3797,-0.0378,10.3,10.3,762,3.7
592,Thompson,tube,10.34,3892,-0.0682,10.3,10.3,762,4.8
593,Thompson,tube,10.34,3906,-0.0633,10.3,10.3,762,4.9
594,Thompson,tube,10.34,3933,-0.0653,10.3,10.3,762,4.9
595,Thompson,tube,10.34,3947,-0.1077,10.3,10.3,762,5.7
596,Thompson,tube,10.34,3947,-0.0547,10.3,10.3,762,5.1
597,Thompson,tube,10.34,3947,-0.0721,10.3,10.3,762,4.8
598,Thompson,tube,10.34,3947,-0.0663,10.3,10.3,762,4.9
599,Thompson,tube,10.34,3960,-0.1030,10.3,10.3,762,5.8
600,Thompson,tube,10.34,3960,-0.1088,10.3,10.3,762,5.7
601,Thompson,tube,10.34,3960,-0.0557,10.3,10.3,762,5.1
602,Thompson,tube,10.34,3960,-0.0557,10.3,10.3,762,5.1
603,Thompson,tube,10.34,3960,-0.0730,10.3,10.3,762,4.8
604,Thompson,tube,10.34,3974,-0.1042,10.3,10.3,762,5.8
605,Thompson,tube,10.34,4774,-0.1125,10.3,10.3,762,6.8
606,Thompson,tube,10.34,4815,-0.1200,10.3,10.3,762,6.7
607,Thompson,tube,10.34,4815,-0.1248,10.3,10.3,762,6.6
608,Thompson,tube,10.34,4828,-0.1209,10.3,10.3,762,6.7
609,Thompson,tube,10.34,4828,-0.1162,10.3,10.3,762,6.8
610,Thompson,tube,10.34,4842,-0.1171,10.3,10.3,762,6.8
611,Thompson,tube,10.34,4842,-0.1218,10.3,10.3,762,6.7
612,Thompson,tube,10.34,4842,-0.1218,10.3,10.3,762,6.7
613,Thompson,tube,10.34,4842,-0.1171,10.3,10.3,762,6.8
614,Thompson,tube,10.34,4842,-0.1265,10.3,10.3,762,6.6
615,Thompson,tube,10.34,4855,-0.1180,10.3,10.3,762,6.8
616,Thompson,tube,10.34,4855,-0.1227,10.3,10.3,762,6.7
617,Thompson,tube,10.34,4855,-0.1227,10.3,10.3,762,6.7
618,Thompson,tube,10.34,4882,-0.1338,10.3,10.3,762,6.5
619,Thompson,tube,10.34,4896,-0.1253,10.3,10.3,762,6.7
620,Thompson,tube,10.34,5547,-0.0504,10.3,10.3,762,5.1
621,Thompson,tube,10.34,5601,-0.0483,10.3,10.3,762,5.2
622,Thompson,tube,10.34,5696,-0.0518,10.3,10.3,762,5.2
623,Thompson,tube,10.34,5832,-0.0953,10.3,10.3,762,6.5
624,Thompson,tube,10.34,5832,-0.0992,10.3,10.3,762,6.4
625,Thompson,tube,10.34,5845,-0.0997,10.3,10.3,762,6.4
626,Thompson,tube,10.34,5913,-0.0987,10.3,10.3,762,6.5
627,Thompson,tube,10.34,5940,-0.1491,10.3,10.3,762,7.5
628,Thompson,tube,10.34,5967,-0.1428,10.3,10.3,762,7.7
629,Thompson,tube,10.34,5967,-0.1428,10.3,10.3,762,7.7
630,Thompson,tube,10.34,5995,-0.1403,10.3,10.3,762,7.8
631,Thompson,tube,10.34,6008,-0.1486,10.3,10.3,762,7.6
632,Thompson,tube,10.34,6035,-0.0925,10.3,10.3,762,6.8
633,Thompson,tube,10.34,6049,-0.0931,10.3,10.3,762,6.8
634,Thompson,tube,10.34,7351,-0.0677,10.3,10.3,762,6.2
635,Thompson,tube,10.34,7378,-0.0684,10.3,10.3,762,6.2
636,Thompson,tube,10.34,7432,-0.0698,10.3,10.3,762,6.2
637,Thompson,tube,10.34,7717,-0.1189,10.3,10.3,762,7.8
638,Thompson,tube,10.34,7731,-0.1223,10.3,10.3,762,7.7
639,Thompson,tube,10.34,7866,-0.1703,10.3,10.3,762,9.2
640,Thompson,tube,10.34,7880,-0.1179,10.3,10.3,762,8.0
641,Thompson,tube,10.34,7880,-0.1179,10.3,10.3,762,8.0
642,Thompson,tube,10.34,7880,-0.1208,10.3,10.3,762,7.9
643,Thompson,tube,10.34,7893,-0.1684,10.3,10.3,762,9.3
644,Thompson,tube,10.34,7893,-0.1713,10.3,10.3,762,9.2
645,Thompson,tube,10.34,7907,-0.1688,10.3,10.3,762,9.3
646,Thompson,tube,10.34,7920,-0.1981,10.3,10.3,762,8.3
647,Thompson,tube,11.03,2034,0.1309,11.5,11.5,914,2.1
648,Thompson,tube,11.03,2034,0.1184,11.5,11.5,914,2.0
649,Thompson,tube,11.00,2034,0.0577,11.5,11.5,914,2.9
650,Thompson,tube,11.00,2034,0.0577,11.5,11.5,914,2.9
651,Thompson,tube,11.00,2034,0.0783,11.5,11.5,914,2.6
652,Thompson,tube,11.00,2034,0.0783,11.5,11.5,914,2.6
653,Thompson,tube,11.10,3391,0.0613,11.5,11.5,914,2.6
654,Thompson,tube,11.10,3391,0.0585,11.5,11.5,914,2.5
655,Thompson,tube,11.07,3391,0.0369,11.5,11.5,914,3.0
656,Thompson,tube,11.03,3391,0.0854,11.5,11.5,914,2.1
657,Thompson,tube,11.03,3391,0.0854,11.5,11.5,914,2.1
658,Thompson,tube,11.00,3391,0.0393,11.5,11.5,914,3.0
659,Thompson,tube,11.00,3391,0.0849,11.5,11.5,914,2.1
660,Thompson,tube,11.03,4069,0.0436,11.5,11.5,914,2.8
661,Thompson,tube,11.07,4069,0.0498,11.5,11.5,914,2.9
662,Thompson,tube,11.10,4123,0.0716,11.5,11.5,914,2.2
663,Thompson,tube,11.03,4123,0.0649,11.5,11.5,914,2.1
664,Thompson,tube,11.03,2021,0.1197,11.5,11.5,1143,2.3
665,Thompson,tube,11.03,2021,0.1197,11.5,11.5,1143,2.3
666,Thompson,tube,11.00,2021,0.1536,11.5,11.5,1143,1.8
667,Thompson,tube,11.03,2021,0.1515,11.5,11.5,1143,1.8
668,Thompson,tube,11.03,2034,0.0869,11.5,11.5,1143,2.8
669,Thompson,tube,11.00,2034,0.0888,11.5,11.5,1143,2.8
670,Thompson,tube,11.07,3391,0.0582,11.5,11.5,1143,2.7
671,Thompson,tube,11.03,3391,0.0990,11.5,11.5,1143,1.8
672,Thompson,tube,11.03,3391,0.0990,11.5,11.5,1143,1.8
673,Thompson,tube,11.03,3391,0.0583,11.5,11.5,1143,2.7
674,Thompson,tube,11.07,3404,0.0766,11.5,11.5,1143,2.2
675,Thompson,tube,11.00,3404,0.0788,11.5,11.5,1143,2.2
676,Thompson,tube,11.10,4055,0.0442,11.5,11.5,1143,2.9
677,Thompson,tube,11.03,4055,0.0461,11.5,11.5,1143,2.9
678,Thompson,tube,11.07,4069,0.0639,11.5,11.5,1143,2.5
679,Thompson,tube,11.07,4069,0.0639,11.5,11.5,1143,2.5
680,Thompson,tube,11.07,1356,0.2040,11.5,11.5,1524,2.4
681,Thompson,tube,11.00,1356,0.1742,11.5,11.5,1524,2.3
682,Thompson,tube,10.96,2672,0.0878,11.5,11.5,1524,2.7
683,Thompson,tube,11.03,2672,0.0839,11.5,11.5,1524,2.7
684,Thompson,tube,11.03,2712,0.1018,11.5,11.5,1524,2.2
685,Thompson,tube,11.10,2712,0.0997,11.5,11.5,1524,2.2
686,Thompson,tube,10.93,2712,0.1455,11.5,11.5,1524,1.7
687,Thompson,tube,10.96,2712,0.1455,11.5,11.5,1524,1.7
688,Thompson,tube,11.00,4069,0.0598,11.5,11.5,1524,2.4
689,Thompson,tube,11.03,4069,0.0498,11.5,11.5,1524,2.8
690,Thompson,tube,11.03,4069,0.0597,11.5,11.5,1524,2.4
691,Thompson,tube,11.07,4069,0.0769,11.5,11.5,1524,2.0
692,Thompson,tube,11.10,4069,0.0475,11.5,11.5,1524,2.8
693,Thompson,tube,11.14,4069,0.0747,11.5,11.5,1524,2.0
694,Thompson,tube,12.07,2306,-0.0229,1.9,1.9,152,3.2
695,Thompson,tube,12.07,2360,-0.0258,1.9,1.9,152,3.4
696,Thompson,tube,12.07,2373,-0.0198,1.9,1.9,152,4.0
697,Thompson,tube,12.07,2428,-0.0250,1.9,1.9,152,4.1
698,Thompson,tube,12.07,2509,-0.0466,1.9,1.9,152,5.1
699,Thompson,tube,12.07,2509,-0.0444,1.9,1.9,152,5.1
700,Thompson,tube,12.07,2563,-0.0364,1.9,1.9,152,4.6
701,Thompson,tube,12.07,2577,-0.0515,1.9,1.9,152,4.0
702,Thompson,tube,12.07,2590,-0.0518,1.9,1.9,152,4.5
703,Thompson,tube,12.07,2590,-0.0536,1.9,1.9,152,4.0
704,Thompson,tube,12.07,3201,-0.0531,1.9,1.9,152,6.6
705,Thompson,tube,12.07,3201,-0.0404,1.9,1.9,152,5.2
706,Thompson,tube,12.07,3201,-0.0296,1.9,1.9,152,5.4
707,Thompson,tube,12.07,3201,0.0062,1.9,1.9,152,4.0
708,Thompson,tube,12.07,3214,-0.0296,1.9,1.9,152,5.4
709,Thompson,tube,12.07,3255,-0.0458,1.9,1.9,152,6.6
710,Thompson,tube,12.07,3296,-0.0191,1.9,1.9,152,4.0
711,Thompson,tube,12.07,3811,-0.0039,1.9,1.9,152,4.1
712,Thompson,tube,12.07,4042,-0.0058,1.9,1.9,152,4.7
713,Thompson,tube,12.07,4042,0.0141,1.9,1.9,152,5.2
714,Thompson,tube,12.07,4082,-0.0202,1.9,1.9,152,4.7
715,Thompson,tube,12.07,2326,-0.0443,1.9,1.9,696,2.1
716,Thompson,tube,12.07,2455,-0.0564,1.9,1.9,696,2.2
717,Thompson,tube,12.07,2740,-0.0266,1.9,1.9,696,2.5
718,Thompson,tube,12.07,2835,-0.0740,1.9,1.9,696,2.5
719,Thompson,tube,12.07,3296,-0.0408,1.9,1.9,696,3.0
720,Thompson,tube,12.07,3472,-0.0719,1.9,1.9,696,3.1
721,Thompson,tube,12.07,4001,-0.0442,1.9,1.9,696,3.6
722,Thompson,tube,12.07,4028,-0.0305,1.9,1.9,696,3.7
723,Thompson,tube,12.07,4109,-0.0511,1.9,1.9,696,3.7
724,Thompson,tube,12.34,542,0.1617,19.8,19.8,457,1.8
725,Thompson,tube,12.38,542,0.1619,19.8,19.8,457,1.8
726,Thompson,tube,12.41,542,0.1959,19.8,19.8,610,1.8
727,Thompson,tube,12.41,542,0.1959,19.8,19.8,610,1.8
728,Thompson,tube,12.41,542,0.1725,19.8,19.8,610,2.0
729,Thompson,tube,12.41,542,0.1725,19.8,19.8,610,2.0
730,Thompson,tube,12.45,542,0.1748,19.8,19.8,610,2.1
731,Thompson,tube,13.79,2197,-0.0195,1.9,1.9,152,3.2
732,Thompson,tube,13.79,2224,-0.0358,1.9,1.9,152,3.3
733,Thompson,tube,13.79,2251,-0.0335,1.9,1.9,152,3.9
734,Thompson,tube,13.79,2306,-0.0504,1.9,1.9,152,3.9
735,Thompson,tube,13.79,2387,-0.0537,1.9,1.9,152,5.1
736,Thompson,tube,13.79,2401,-0.0574,1.9,1.9,152,5.1
737,Thompson,tube,13.79,2428,-0.0412,1.9,1.9,152,4.6
738,Thompson,tube,13.79,2428,-0.0321,1.9,1.9,152,4.6
739,Thompson,tube,13.79,2441,-0.0546,1.9,1.9,152,4.0
740,Thompson,tube,13.79,2455,-0.0594,1.9,1.9,152,4.0
741,Thompson,tube,13.79,3038,-0.0320,1.9,1.9,152,5.4
742,Thompson,tube,13.79,3119,-0.0730,1.9,1.9,152,6.7
743,Thompson,tube,13.79,3119,-0.0331,1.9,1.9,152,5.7
744,Thompson,tube,13.79,3119,-0.0500,1.9,1.9,152,5.5
745,Thompson,tube,13.79,3133,-0.0664,1.9,1.9,152,6.8
746,Thompson,tube,13.79,3146,-0.0238,1.9,1.9,152,4.2
747,Thompson,tube,13.79,3146,-0.0298,1.9,1.9,152,3.9
748,Thompson,tube,13.79,3635,0.0001,1.9,1.9,152,4.4
749,Thompson,tube,13.79,3852,-0.0148,1.9,1.9,152,4.9
750,Thompson,tube,13.79,3906,-0.0254,1.9,1.9,152,4.9
751,Thompson,tube,13.79,3920,-0.0134,1.9,1.9,152,5.4
752,Thompson,tube,13.79,2265,-0.0779,1.9,1.9,696,2.1
753,Thompson,tube,13.79,2292,-0.0992,1.9,1.9,696,2.1
754,Thompson,tube,13.79,2604,-0.0313,1.9,1.9,696,2.5
755,Thompson,tube,13.79,2699,-0.0833,1.9,1.9,696,2.5
756,Thompson,tube,13.79,3174,-0.0577,1.9,1.9,696,3.0
757,Thompson,tube,13.79,3282,-0.0669,1.9,1.9,696,3.1
758,Thompson,tube,13.79,3838,-0.0590,1.9,1.9,696,3.6
