,Date,Close,Volume,Open,High,Low
2082,2015-10-14,1179.8,182083,1168.2,1189.9,1162.5
2081,2015-10-15,1187.5,181083,1184,1191.7,1173.9
2080,2015-10-16,1183.1,102935,1182.5,1184.8,1174.3
2079,2015-10-19,1172.8,102967,1176.9,1178.2,1168.3
2078,2015-10-20,1177.5,116171,1170.6,1181.4,1167.2
2077,2015-10-21,1167.1,115889,1175.5,1179.3,1163.2
2076,2015-10-22,1166.1,113495,1166.8,1171.8,1161.4
2075,2015-10-23,1162.8,145357,1165.9,1179.4,1158.6
2074,2015-10-26,1166.2,79375,1163.8,1169.6,1162
2073,2015-10-27,1165.8,85314,1163,1168.8,1160.5
2072,2015-10-28,1176.1,177850,1166.7,1183.1,1152.1
2071,2015-10-29,1147.3,142805,1156.1,1162.5,1144.2
2070,2015-10-30,1141.4,110040,1146.6,1149.8,1138.4
2069,2015-11-02,1135.9,98561,1141.3,1142.7,1132.2
2068,2015-11-03,1114.1,144707,1132.9,1138,1113.6
2067,2015-11-04,1106.2,147311,1117.4,1122.3,1105.6
2066,2015-11-05,1104.2,130595,1103.6,1111.3,1102.2
2065,2015-11-06,1087.7,183535,1103.2,1109.7,1084.5
2064,2015-11-09,1088.1,133427,1089.1,1094.9,1087.4
2063,2015-11-10,1088.5,137955,1089,1094.8,1084
2062,2015-11-11,1084.9,158171,1088.5,1093.5,1083.2
2061,2015-11-12,1081,193512,1085.4,1089,1073
2060,2015-11-13,1080.9,126219,1083.5,1088,1078.2
2059,2015-11-16,1083.6,146506,1087.9,1097.4,1080.5
2058,2015-11-17,1068.6,171466,1082.4,1085.1,1064.4
2057,2015-11-18,1068.7,144564,1070.2,1074.6,1062
2056,2015-11-19,1077.9,169716,1079.5,1086.6,1068.3
2055,2015-11-20,1076.3,143217,1079.7,1087.2,1074.9
2054,2015-11-23,1066.6,67286,1072.7,1076.3,1065.4
2053,2015-11-24,1073.3,69317,1067.6,1080.5,1067.6
2052,2015-11-25,1069.7,9070,1070.6,1073.9,1068.7
2050,2015-11-27,1056.2,175421,1071,1073.9,1051.6
2049,2015-11-30,1065.3,105076,1056,1069.1,1052.2
2048,2015-12-01,1063.5,115302,1064.6,1074,1062.6
2047,2015-12-02,1053.8,117379,1067.9,1071,1049.4
2046,2015-12-03,1061.2,166626,1053.5,1064.5,1045.4
2045,2015-12-04,1084.1,199706,1062,1088.3,1057.2
2044,2015-12-07,1075.2,104016,1085.5,1086.1,1065
2043,2015-12-08,1075.3,120295,1069.7,1078.4,1066.8
2042,2015-12-09,1076.5,135909,1074.3,1085,1068.7
2041,2015-12-10,1072,95161,1071.7,1076,1068.8
2040,2015-12-11,1075.7,147088,1071.4,1079.1,1061.7
2039,2015-12-14,1063.4,114615,1073,1077.3,1058.1
2038,2015-12-15,1061.6,109842,1060.4,1067.9,1057.4
2037,2015-12-16,1076.8,135844,1060.3,1077.9,1060.2
2036,2015-12-17,1049.6,157113,1072.2,1072.7,1046.8
2035,2015-12-18,1065,115775,1051.5,1071,1050
2034,2015-12-21,1080.6,9268,1078,1079.5,1075.4
2033,2015-12-22,1074.1,74764,1070.8,1080.3,1071.2
2032,2015-12-23,1068.3,64030,1069.5,1074.9,1067.6
2031,2015-12-24,1075.9,47886,1069.6,1076.6,1069.5
2029,2015-12-28,1068.3,66151,1068.6,1076.5,1065.7
2028,2015-12-29,1068,5260,1068.2,1070.5,1067.7
2027,2015-12-30,1059.8,5260,1068.2,1070.5,1059.8
2026,2015-12-31,1060.2,53272,1060.6,1062.7,1056.5
2025,2016-01-04,1075.2,151233,1061.5,1083,1061
2024,2016-01-05,1078.4,99250,1073.5,1081.5,1071.9
2023,2016-01-06,1091.9,179581,1076.8,1094.9,1074.4
2022,2016-01-07,1107.8,203063,1093.7,1109.9,1091.1
2021,2016-01-08,1097.9,183436,1108.8,1113.1,1091.8
2020,2016-01-11,1096.2,185771,1103.6,1108.3,1093.1
2019,2016-01-12,1085.2,161091,1094,1099.1,1083.1
2018,2016-01-13,1087.1,146676,1086.8,1095.6,1079.4
2017,2016-01-14,1073.6,168364,1093.6,1095.4,1071.1
2016,2016-01-15,1090.7,8927,1089.3,1093.3,1089
2015,2016-01-19,1089.1,154064,1089,1094.5,1082.1
2014,2016-01-20,1106.2,183164,1087.3,1109.9,1087.1
2013,2016-01-21,1098.2,170505,1100.9,1104.8,1092.5
2012,2016-01-22,1096.3,133883,1101.6,1103.5,1094.4
2011,2016-01-25,1105.3,148860,1097.8,1109.2,1097.6
2010,2016-01-26,1120.6,89525,1109.4,1123.6,1107.7
2009,2016-01-27,1116.3,124865,1120.2,1128.7,1115.2
2008,2016-01-28,1116.1,146072,1115.7,1126.4,1110.2
2007,2016-01-29,1116.4,126023,1114.8,1118.9,1108.5
2006,2016-02-01,1128,109728,1118,1130.2,1115.3
2005,2016-02-02,1127.2,107444,1128.8,1131.5,1122.6
2004,2016-02-03,1141.3,181052,1129.4,1146.2,1124.8
2003,2016-02-04,1157.5,168259,1156.7,1157.9,1139.7
2002,2016-02-05,1157.7,206063,1155.7,1175,1145.5
2001,2016-02-08,1197.9,232700,1174,1201.4,1164.5
2000,2016-02-09,1198.6,180163,1189.4,1199.3,1185.9
1999,2016-02-10,1194.6,159103,1189.7,1198.1,1181.6
1998,2016-02-11,1247.8,345519,1197.5,1263.9,1196.3
1997,2016-02-12,1239.4,33215,1236.3,1236.3,1215
1996,2016-02-16,1208.2,319892,1209.4,1236.3,1191.5
1995,2016-02-17,1211.4,156859,1201.9,1214.4,1196.2
1994,2016-02-18,1226.3,173177,1209.5,1240.6,1201.3
1993,2016-02-19,1230.8,168415,1231.2,1235.3,1220.6
1992,2016-02-22,1210.1,155626,1208,1226.9,1202.5
1991,2016-02-23,1222.6,175821,1208.9,1229,1207.6
1990,2016-02-24,1239.1,260422,1226,1254.3,1222.4
1989,2016-02-25,1238.8,199289,1228.9,1244.4,1221.8
1988,2016-02-26,1220.4,210351,1232.5,1241.3,1212
1987,2016-02-29,1234.4,174484,1223.1,1241.8,1216.3
1986,2016-03-01,1230.8,211175,1238.9,1249.3,1227.7
1985,2016-03-02,1241.8,175010,1232.3,1244.8,1225.1
1984,2016-03-03,1258.2,216716,1240.8,1269.3,1238
1983,2016-03-04,1270.7,351429,1264.6,1280.7,1250.1
1982,2016-03-07,1264,208860,1260.5,1274.1,1257.4
1981,2016-03-08,1262.9,198376,1267.9,1279,1261
1980,2016-03-09,1257.4,217105,1262.2,1265.7,1243.6
1979,2016-03-10,1272.8,294934,1253.7,1274.3,1237.5
1978,2016-03-11,1259.4,225924,1272,1287.8,1249
1977,2016-03-14,1245.1,198015,1250.9,1261.9,1229.9
1976,2016-03-15,1231,169067,1237,1238.7,1226
1975,2016-03-16,1229.8,195631,1233.1,1264.8,1227
1974,2016-03-17,1265,196709,1262,1271.9,1255.2
1973,2016-03-18,1254.3,152348,1257.7,1267.7,1248.4
1972,2016-03-21,1244.2,165130,1255.2,1256.7,1241.2
1971,2016-03-22,1248.6,178128,1244.3,1260.9,1242.8
1970,2016-03-23,1225.6,248406,1248.5,1249.8,1215.4
1969,2016-03-24,1223.5,61613,1222.1,1225.6,1212.6
1968,2016-03-28,1222,85386,1217.8,1225.1,1207.7
1967,2016-03-29,1237.5,193572,1223.1,1245.2,1217
1966,2016-03-30,1228.6,172801,1243,1246.8,1224.9
1965,2016-03-31,1235.6,117150,1227,1242.3,1225.1
1964,2016-04-01,1223.5,188179,1234.1,1237.2,1210.3
1963,2016-04-04,1219.3,86900,1217.2,1224.1,1215.7
1962,2016-04-05,1229.6,148762,1217.1,1238.8,1216
1961,2016-04-06,1223.8,129032,1232.6,1233.8,1217.2
1960,2016-04-07,1237.5,179765,1224,1245,1224
1959,2016-04-08,1243.8,128333,1241.8,1244.6,1231
1958,2016-04-11,1258,151279,1241.8,1260.9,1241.6
1957,2016-04-12,1260.9,148296,1259.8,1264.7,1253
1956,2016-04-13,1248.3,150426,1257.2,1258.7,1241.4
1955,2016-04-14,1226.5,196567,1243.8,1245.9,1225.4
1954,2016-04-15,1234.6,115585,1228.5,1237.6,1226.8
1953,2016-04-18,1235,143540,1236.3,1243.3,1231.7
1952,2016-04-19,1254.3,200511,1233.9,1258.5,1229
1951,2016-04-20,1254.4,158271,1251.3,1259.8,1244
1950,2016-04-21,1250.3,261992,1244.5,1272.4,1244.4
1949,2016-04-22,1230,198388,1248.5,1254.2,1228.5
1948,2016-04-25,1240.2,114696,1234.5,1243.8,1231.3
1947,2016-04-26,1243.4,139982,1239.8,1246.5,1232.7
1946,2016-04-27,1250.4,167190,1245.7,1254.6,1240.7
1945,2016-04-28,1266.4,214356,1247.3,1271.7,1239.1
1944,2016-04-29,1290.5,249603,1268,1299,1267
1943,2016-05-02,1295.8,193092,1294.2,1306,1289.6
1942,2016-05-03,1291.8,209229,1293.4,1303.9,1284
1941,2016-05-04,1274.4,205506,1287.7,1291.8,1273.6
1940,2016-05-05,1272.3,168856,1281.2,1288.4,1270.6
1939,2016-05-06,1294,246521,1279.3,1297.7,1276.2
1938,2016-05-09,1266.6,213413,1288.8,1289.5,1262.8
1937,2016-05-10,1264.8,164024,1265.4,1272,1258.3
1936,2016-05-11,1275.5,215592,1267.3,1280.8,1266.3
1935,2016-05-12,1271.2,211757,1279.3,1282.5,1262.9
1934,2016-05-13,1272.7,167683,1264.8,1277.7,1264
1933,2016-05-16,1274.2,188509,1273.1,1290.4,1271.6
1932,2016-05-17,1276.9,196855,1274.9,1283.9,1270.1
1931,2016-05-18,1274.4,225480,1280.6,1283.5,1256
1930,2016-05-19,1254.8,246015,1259.1,1262.3,1244.6
1929,2016-05-20,1252.9,188383,1256.3,1261.2,1249.6
1928,2016-05-23,1251.5,206897,1251.7,1256.8,1243.5
1927,2016-05-24,1232.2,288926,1249.5,1252.8,1226.2
1926,2016-05-25,1226.6,105239,1230,1233.4,1220.6
1925,2016-05-26,1222.7,148362,1226.1,1237.2,1220.8
1924,2016-05-27,1216.7,29931,1215.1,1215.9,1202.2
1923,2016-05-31,1217.5,227362,1208.1,1220.6,1201.5
1922,2016-06-01,1214.7,151311,1217.9,1222.9,1208.2
1921,2016-06-02,1212.6,106248,1215.9,1220,1212
1920,2016-06-03,1242.9,230035,1212.8,1247.4,1209.1
1919,2016-06-06,1247.4,157245,1245.5,1251.3,1242.1
1918,2016-06-07,1247,114337,1248,1249,1236.9
1917,2016-06-08,1262.3,167215,1247,1267.2,1245.5
1916,2016-06-09,1272.7,145087,1264.6,1274.4,1259.4
1915,2016-06-10,1275.9,151163,1271.5,1280.9,1267.3
1914,2016-06-13,1286.9,195734,1278.3,1290.3,1275.2
1913,2016-06-14,1288.1,182512,1286.2,1293,1278.6
1912,2016-06-15,1288.3,190137,1288.1,1300,1281.3
1911,2016-06-16,1298.4,331368,1295,1318.9,1280.1
1910,2016-06-17,1294.8,203550,1282.4,1302.7,1278.8
1909,2016-06-20,1292.1,186003,1293,1296.8,1280.8
1908,2016-06-21,1272.5,196994,1271.1,1297.4,1267.1
1907,2016-06-22,1270,127154,1271.4,1273.5,1263.8
1906,2016-06-23,1263.1,145996,1268.1,1274.9,1256.9
1905,2016-06-24,1322.4,527205,1254.3,1362.6,1252.8
1904,2016-06-27,1324.7,240734,1322.3,1340,1320.8
1903,2016-06-28,1317.9,183169,1328.3,1329.5,1308.2
1902,2016-06-29,1326.9,164974,1313.9,1331,1313.3
1901,2016-06-30,1320.6,182812,1321,1326.5,1315.3
1900,2016-07-01,1339,63821,1345,1360.3,1338.5
1899,2016-07-05,1358.7,337002,1350.8,1360.3,1338.5
1898,2016-07-06,1367.1,226256,1358,1377.5,1356.3
1897,2016-07-07,1362.1,204514,1365.7,1372.9,1352
1896,2016-07-08,1358.4,287124,1361,1371.8,1336.3
1895,2016-07-11,1356.6,217375,1368.9,1376.5,1351.8
1894,2016-07-12,1335.3,246267,1356.3,1358.9,1331
1893,2016-07-13,1332.2,195091,1334,1346.3,1328.1
1892,2016-07-14,1327.4,251302,1344.5,1348,1320.4
1891,2016-07-15,1327.4,184243,1336.4,1339.5,1322.6
1890,2016-07-18,1329.3,159487,1333.4,1336,1323.5
1889,2016-07-19,1332.3,144123,1329.1,1335.5,1325.8
1888,2016-07-20,1319.3,212201,1332.2,1338.8,1312.5
1887,2016-07-21,1331,241351,1316.2,1334,1310.7
1886,2016-07-22,1323.4,211535,1331.4,1334,1319.4
1885,2016-07-25,1319.5,125105,1322.7,1323.4,1311.1
1884,2016-07-26,1320.8,88658,1315.5,1324.4,1313.6
1883,2016-07-27,1326.7,160965,1319.9,1342.3,1315.6
1882,2016-07-28,1332.3,179984,1339.5,1344.3,1330.1
1881,2016-07-29,1349,214928,1333.2,1353.3,1325.8
1880,2016-08-01,1359.6,108934,1357.2,1361.9,1353.2
1879,2016-08-02,1372.6,154681,1360.6,1374.2,1353.7
1878,2016-08-03,1364.7,131123,1370.5,1373.4,1360.6
1877,2016-08-04,1367.4,158935,1364.7,1371.4,1355.1
1876,2016-08-05,1344.4,207828,1367.2,1371,1340.4
1875,2016-08-08,1341.3,126244,1341.2,1343.9,1335.3
1874,2016-08-09,1346.7,117280,1341.2,1348.5,1336
1873,2016-08-10,1351.9,184037,1347,1363.6,1345.7
1872,2016-08-11,1350,149880,1353.2,1359.4,1341.4
1871,2016-08-12,1343.2,227943,1344.7,1362.5,1338.3
1870,2016-08-15,1347.5,117800,1343.6,1349.1,1340.9
1869,2016-08-16,1356.9,213729,1345.2,1364.3,1344.8
1868,2016-08-17,1348.8,164091,1351.3,1356.8,1340.5
1867,2016-08-18,1357.2,163104,1353.8,1361.5,1351.2
1866,2016-08-19,1346.2,177682,1357.1,1357.9,1342
1865,2016-08-22,1343.4,148566,1345,1345.7,1335.4
1864,2016-08-23,1346.1,125007,1343.6,1348.8,1338.9
1863,2016-08-24,1329.7,207827,1342.2,1344.1,1327
1862,2016-08-25,1324.6,143468,1327.4,1330.2,1321
1861,2016-08-26,1325.9,292305,1324.8,1346,1321.2
1860,2016-08-29,1327.1,136851,1323.8,1328.5,1317.2
1859,2016-08-30,1316.5,149313,1327,1328.9,1312
1858,2016-08-31,1311.4,163005,1314.7,1319.2,1306.9
1857,2016-09-01,1317.1,167111,1311.7,1318.6,1305.5
1856,2016-09-02,1354,12131,1318,1334,1307.4
1855,2016-09-06,1349.2,263409,1330.8,1357.2,1325.5
1854,2016-09-07,1349.2,142466,1353.5,1357.6,1346.9
1853,2016-09-08,1341.6,174246,1349.1,1353.9,1339.1
1852,2016-09-09,1334.5,151860,1341.6,1343.6,1331.2
1851,2016-09-12,1325.6,183691,1332,1333.8,1323.3
1850,2016-09-13,1323.7,173410,1331.7,1335.9,1318.8
1849,2016-09-14,1326.1,131424,1322.6,1329.8,1316.6
1848,2016-09-15,1318,200075,1325.8,1332.5,1312.1
1847,2016-09-16,1310.2,132642,1318.3,1321.5,1309.2
1846,2016-09-19,1317.8,111107,1313.2,1321.8,1312.6
1845,2016-09-20,1318.2,87659,1316.3,1321.1,1315.2
1844,2016-09-21,1331.4,253563,1318,1341.3,1310.9
1843,2016-09-22,1344.7,152427,1338.9,1347.8,1335.1
1842,2016-09-23,1341.7,108833,1340.3,1344.5,1337.4
1841,2016-09-26,1344.1,120362,1340.8,1346.1,1336.5
1840,2016-09-27,1330.4,175693,1342,1343.5,1327.7
1839,2016-09-28,1323.7,143807,1330.1,1331.1,1321.1
1838,2016-09-29,1326,145079,1325,1329.4,1318.6
1837,2016-09-30,1317.1,198471,1323.6,1331.5,1316
1836,2016-10-03,1312.7,120503,1321,1322.6,1311.8
1835,2016-10-04,1269.7,327773,1315,1315.4,1269
1834,2016-10-05,1268.6,200416,1270.5,1279.4,1264.1
1833,2016-10-06,1253,176574,1269.7,1271.6,1251.8
1832,2016-10-07,1251.9,261530,1256.8,1267.6,1243.2
1831,2016-10-10,1260.4,128220,1258.5,1266.8,1258.5
1830,2016-10-11,1255.9,127971,1261.7,1264,1254.3
1829,2016-10-12,1253.8,122342,1254.5,1260.5,1251.2
1828,2016-10-13,1257.6,142928,1257.1,1263.9,1254.7
1827,2016-10-14,1255.5,161952,1259.5,1260.7,1246.9
1826,2016-10-17,1256.6,102991,1252.9,1258.2,1251.1
1825,2016-10-18,1262.9,141366,1256,1265.6,1255.9
1824,2016-10-19,1269.9,135414,1263.9,1274.4,1261.1
1823,2016-10-20,1267.5,130976,1270.6,1275.9,1265.5
1822,2016-10-21,1267.7,97891,1266.5,1268.8,1261.7
1821,2016-10-24,1263.7,148823,1266.9,1272.8,1260.1
1820,2016-10-25,1273.6,132241,1265.2,1277.5,1262.4
1819,2016-10-26,1266.6,132796,1274,1277.2,1265.1
1818,2016-10-27,1269.5,123344,1267.2,1273.7,1265.2
1817,2016-10-28,1276.8,222489,1269.2,1285.4,1262
1816,2016-10-31,1273.1,115445,1278.3,1280.5,1271.9
1815,2016-11-01,1288,194976,1277.8,1292.9,1276.3
1814,2016-11-02,1308.2,224005,1289,1309.3,1288.4
1813,2016-11-03,1303.3,220164,1298.1,1308,1286.2
1812,2016-11-04,1304.5,202966,1303.2,1308.3,1295.7
1811,2016-11-07,1279.4,209668,1294.5,1296.5,1278.6
1810,2016-11-08,1274.5,194922,1282.2,1291.5,1273.3
1809,2016-11-09,1273.5,783657,1276.8,1338.3,1268.1
1808,2016-11-10,1266.4,392797,1278.4,1292.5,1251.9
1807,2016-11-11,1224.3,420069,1258.7,1265,1218.7
1806,2016-11-14,1221.7,332635,1227.7,1230.9,1211
1805,2016-11-15,1224.5,224970,1221.8,1231.4,1218.6
1804,2016-11-16,1223.9,190158,1228,1233.1,1221
1803,2016-11-17,1216.9,224953,1224.8,1231.1,1210.5
1802,2016-11-18,1208.7,244002,1216,1217.5,1201.3
1801,2016-11-21,1209.8,162047,1207.3,1217.8,1205.4
1800,2016-11-22,1211.2,201770,1213.5,1220.9,1205.6
1799,2016-11-23,1192.4,3479,1188.2,1192.5,1185.2
1798,2016-11-25,1181,89941,1184.4,1195.4,1172.8
1797,2016-11-28,1193.8,132780,1184.4,1200,1184.4
1796,2016-11-29,1190.8,195887,1196.6,1197.7,1182.6
1795,2016-11-30,1173.9,232748,1190.7,1196.8,1171.3
1794,2016-12-01,1169.4,216169,1175.1,1178.4,1162.2
1793,2016-12-02,1177.8,169224,1174.3,1180.3,1168.4
1792,2016-12-05,1176.5,212276,1182.6,1190.2,1158.6
1791,2016-12-06,1170.1,130714,1172.8,1177.1,1168.1
1790,2016-12-07,1177.5,137900,1171.4,1182.3,1167.2
1789,2016-12-08,1172.4,142363,1176.1,1180.7,1170.9
1788,2016-12-09,1161.9,154417,1172.5,1173.8,1157.6
1787,2016-12-12,1165.8,159639,1161.4,1167.9,1152.5
1786,2016-12-13,1159,136029,1164.5,1167,1156.3
1785,2016-12-14,1163.7,205326,1159.8,1168,1140
1784,2016-12-15,1129.8,262877,1143.8,1146,1124.3
1783,2016-12-16,1137.4,171285,1130.5,1143.2,1128.5
1782,2016-12-19,1142.7,112536,1136.1,1144.4,1135.5
1781,2016-12-20,1133.6,138058,1139.8,1141.7,1127.3
1780,2016-12-21,1133.2,109673,1134,1138.8,1131
1779,2016-12-22,1133.6,70834,1130,1137.3,1129.5
1778,2016-12-23,1133.6,70834,1130,1137.3,1129.5
1777,2016-12-27,1138.8,102366,1135.3,1151.7,1132.8
1776,2016-12-28,1140.9,100121,1139.3,1145.1,1137.1
1775,2016-12-29,1158.1,152323,1143.1,1160.6,1142.6
1774,2016-12-30,1151.7,138673,1159.5,1164.3,1150.3
1773,2017-01-03,1162,216537,1151.4,1166,1146.5
1772,2017-01-04,1165.3,172108,1159.6,1168.6,1156.7
1771,2017-01-05,1181.3,262224,1164.6,1185.9,1163.6
1770,2017-01-06,1173.4,217714,1181,1183.8,1171.1
1769,2017-01-09,1184.9,174989,1172.9,1186.4,1172.2
1768,2017-01-10,1185.5,215898,1181.3,1190.6,1180.2
1767,2017-01-11,1196.6,317695,1188.1,1198.5,1177
1766,2017-01-12,1199.8,260107,1191.1,1207.2,1190.7
1765,2017-01-13,1196.2,28224,1194.8,1204.3,1187.5
1764,2017-01-17,1212.9,368672,1202.8,1218.9,1198
1763,2017-01-18,1212.1,195234,1216.8,1217.7,1201.8
1762,2017-01-19,1201.5,241530,1203.1,1206.4,1195.4
1761,2017-01-20,1204.9,236066,1204.8,1214.8,1198.2
1760,2017-01-23,1215.6,231381,1209.3,1219.4,1209
1759,2017-01-24,1210.8,211945,1218,1220.1,1206.2
1758,2017-01-25,1200.5,80202,1211.5,1212.2,1195.3
1757,2017-01-26,1192.5,94439,1204.1,1205,1186.6
1756,2017-01-27,1191.1,142852,1191.4,1193.8,1182.6
1755,2017-01-30,1196,185344,1194.6,1201.3,1190
1754,2017-01-31,1211.4,237644,1197.7,1217.4,1195.6
1753,2017-02-01,1208.3,211357,1212.2,1215,1199.7
1752,2017-02-02,1219.4,220209,1211.2,1227.5,1210.2
1751,2017-02-03,1220.8,210726,1217.8,1223.2,1208.3
1750,2017-02-06,1232.1,190379,1221.9,1237.5,1220.8
1749,2017-02-07,1236.1,192661,1236.9,1237.5,1229.2
1748,2017-02-08,1239.5,216044,1235.2,1246.6,1231.3
1747,2017-02-09,1236.8,234244,1242.7,1246.2,1226.1
1746,2017-02-10,1235.9,229161,1229.6,1238.9,1222.6
1745,2017-02-13,1225.8,168285,1234.2,1234.4,1220.3
1744,2017-02-14,1225.4,223687,1226.1,1236,1222.7
1743,2017-02-15,1233.1,220585,1228.6,1234.9,1217.5
1742,2017-02-16,1241.6,196467,1234.3,1243.7,1233.3
1741,2017-02-17,1239.1,20247,1240.8,1245.1,1232.4
1740,2017-02-21,1238.9,245695,1239.3,1240.2,1226.8
1739,2017-02-22,1233.3,193431,1236.9,1241.9,1231.5
1738,2017-02-23,1251.4,250277,1238.3,1252.2,1236.4
1737,2017-02-24,1258.3,209660,1250.6,1261.2,1248.8
1736,2017-02-27,1258.8,201486,1258.9,1264.9,1251.5
1735,2017-02-28,1253.9,225369,1253.3,1259.3,1248.2
1734,2017-03-01,1250,300815,1248.5,1251.4,1237.2
1733,2017-03-02,1232.9,262903,1249.9,1250.8,1231.1
1732,2017-03-03,1226.5,268970,1234.8,1236.7,1223
1731,2017-03-06,1225.5,154275,1233.9,1237.3,1225
1730,2017-03-07,1216.1,195645,1225.7,1227.4,1214.1
1729,2017-03-08,1209.4,200792,1215.6,1218.5,1206.4
1728,2017-03-09,1203.2,226026,1207.7,1208.9,1199
1727,2017-03-10,1201.4,250514,1200.2,1206.2,1194.5
1726,2017-03-13,1203.1,168436,1205,1210.9,1202
1725,2017-03-14,1202.6,176653,1203.5,1207.5,1196.9
1724,2017-03-15,1200.7,256440,1198.7,1222,1196.8
1723,2017-03-16,1227.1,243137,1219.5,1234,1218.1
1722,2017-03-17,1230.2,146933,1226.2,1231.5,1224
1721,2017-03-20,1234,122559,1229,1235.5,1228.8
1720,2017-03-21,1246.5,278090,1234.2,1247.7,1226.6
1719,2017-03-22,1249.7,210181,1244.5,1251.5,1243.8
1718,2017-03-23,1250.1,38955,1251.5,1256.4,1245.6
1717,2017-03-24,1251.7,50728,1248.2,1255,1243.7
1716,2017-03-27,1258.8,70055,1247.2,1264.2,1247.2
1715,2017-03-28,1258.8,110672,1257.1,1261.4,1250.5
1714,2017-03-29,1256.8,157858,1253,1257.5,1250
1713,2017-03-30,1248,211199,1256.1,1256.5,1244.2
1712,2017-03-31,1251.2,158381,1244.6,1252.8,1241.5
1711,2017-04-03,1254,135738,1251.9,1255.9,1246.4
1710,2017-04-04,1258.4,152043,1255.5,1263.7,1255.5
1709,2017-04-05,1248.5,226454,1258.2,1259.3,1245.4
1708,2017-04-06,1253.3,160510,1257.6,1260.9,1251.3
1707,2017-04-07,1257.3,365404,1253.9,1273.3,1252.4
1706,2017-04-10,1253.9,176084,1255.6,1258.9,1248.2
1705,2017-04-11,1274.2,279421,1256.8,1277.4,1254.7
1704,2017-04-12,1278.1,241437,1277.2,1289,1273.8
1703,2017-04-13,1288.5,229082,1288.3,1290.7,1283.8
1702,2017-04-17,1291.9,189444,1292.4,1297.4,1283.1
1701,2017-04-18,1294.1,272618,1286.7,1294.4,1280.6
1700,2017-04-19,1283.4,251024,1291.7,1292.7,1275.4
1699,2017-04-20,1283.8,237678,1282.2,1285.2,1278
1698,2017-04-21,1289.1,220990,1283.3,1290.1,1280
1697,2017-04-24,1277.5,287252,1280,1280,1266
1696,2017-04-25,1267.2,242791,1277.9,1279.9,1262.8
1695,2017-04-26,1264.2,233964,1265.5,1272.8,1260.7
1694,2017-04-27,1265.9,203162,1270.2,1271.1,1261.8
1693,2017-04-28,1268.3,166210,1265.2,1269.9,1264.2
1692,2017-05-01,1255.5,197023,1269.6,1272.4,1254.9
1691,2017-05-02,1257,171411,1257.4,1258.8,1252.6
1690,2017-05-03,1248.5,245496,1257.8,1257.8,1236.4
1689,2017-05-04,1228.6,305881,1238.5,1241.7,1225.7
1688,2017-05-05,1226.9,257019,1228.5,1236,1226.2
1687,2017-05-08,1227.1,188318,1223.1,1236.9,1221
1686,2017-05-09,1216.1,240063,1226.6,1228.7,1214.3
1685,2017-05-10,1218.9,185804,1222.1,1225.8,1217.5
1684,2017-05-11,1224.2,230075,1219.2,1227.7,1216.9
1683,2017-05-12,1227.7,189500,1225,1231.6,1224.4
1682,2017-05-15,1230,182239,1228.3,1237.4,1226.8
1681,2017-05-16,1236.4,197131,1230.8,1239.1,1230
1680,2017-05-17,1258.7,365967,1237.2,1261.5,1236.3
1679,2017-05-18,1252.8,361421,1261.4,1265,1245.7
1678,2017-05-19,1253.6,210569,1246.8,1256.4,1246.1
1677,2017-05-22,1261.4,201829,1257.5,1262.6,1251.6
1676,2017-05-23,1255.5,269982,1260.4,1263.8,1250.5
1675,2017-05-24,1253.1,234075,1251.1,1258.8,1247.6
1674,2017-05-25,1259.8,62975,1261.6,1262.8,1256.9
1673,2017-05-26,1271.4,14102,1258.6,1272.7,1269.4
1672,2017-05-30,1265.7,275724,1270.1,1273.4,1261.8
1671,2017-05-31,1275.4,193527,1265.7,1276.8,1262
1670,2017-06-01,1270.1,174611,1271.6,1272.8,1263.7
1669,2017-06-02,1280.2,257594,1268,1282.2,1261.3
1668,2017-06-05,1282.7,134854,1282.6,1286,1280.2
1667,2017-06-06,1297.5,243052,1282.5,1298.8,1282.1
1666,2017-06-07,1293.2,212480,1297,1297.6,1285
1665,2017-06-08,1279.5,247460,1289.5,1291.5,1273.5
1664,2017-06-09,1271.4,212190,1283.5,1284.6,1266.7
1663,2017-06-12,1268.9,168475,1269.7,1272.4,1265.6
1662,2017-06-13,1268.6,171164,1267.7,1271,1260.5
1661,2017-06-14,1275.9,337298,1268.4,1284.2,1259
1660,2017-06-15,1254.6,238470,1262.7,1268.5,1252.7
1659,2017-06-16,1256.5,145249,1255.6,1258.6,1253.2
1658,2017-06-19,1246.7,174183,1255.8,1257.3,1244.3
1657,2017-06-20,1243.5,172002,1245.4,1249.4,1242.4
1656,2017-06-21,1245.8,160236,1243.9,1248.8,1241.7
1655,2017-06-22,1249.4,182170,1246.4,1256,1246.4
1654,2017-06-23,1256.4,153529,1250.9,1260,1250.6
1653,2017-06-26,1246.4,219105,1258.1,1259,1236.5
1652,2017-06-27,1246.9,204721,1245.2,1253.8,1241.8
1651,2017-06-28,1249.1,188119,1247.3,1255.7,1246.7
1650,2017-06-29,1245.8,260590,1249.6,1253.2,1239.7
1649,2017-06-30,1242.3,210097,1245.2,1248.2,1239
1648,2017-07-03,1219.2,26906,1220.1,1224.6,1220
1647,2017-07-05,1221.7,348799,1223,1228.4,1216.5
1646,2017-07-06,1223.3,185809,1226.5,1229.5,1221.8
1645,2017-07-07,1209.7,310483,1224.6,1228.1,1206.6
