,feature1,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,label,feature2
63,0.46673876,0.3196058,-0.11586872,0.120289505,-0.23184368,-0.1390377,-0.35931382,-0.072460376,0.093222715,0.26203918,0.44628692,0.60455406,-0.22357881,0.6805215,-0.25109422,-0.016592413,-0.085278735,-0.031794462,0.008562405,0.2226445,0.14575498,0.5607447,-0.050521802,0.1929052,-0.056441315,0.06302039,0.06917045,-0.09940585,0.6000582,-0.17774072,0.55599713,0.11038955,0.040212706,g,0
64,0.48576277,0.4075751,-0.05676638,0.24132317,-0.11882615,-0.37231836,-0.4081994,0.06525098,0.16439731,0.1676577,0.66574144,0.7971861,-0.2340382,0.7571737,-0.28980356,0.01211568,0.12016858,0.24991575,-0.23216446,0.40381667,0.21128172,0.95415556,0.2640909,0.0517323,0.09211237,-0.22668985,0.09792642,0.088394865,0.38655567,-0.22667503,0.63683295,0.03384732,0.13962868,g,0
65,0.44830817,0.32526913,-0.13166942,0.38839197,-0.12459299,-0.14427324,-0.16319782,-0.14388429,0.050726548,0.25374025,0.55189806,0.6207672,-0.109975085,0.5411593,-0.012119656,-0.027496658,0.028271569,0.21305539,-0.2603514,0.30454403,0.17182733,0.62521446,0.26146802,0.04136982,0.085674316,-0.118613966,0.099225625,-0.07442856,0.38309732,-0.39809304,0.4959776,-0.06206462,-0.10343509,g,0
66,0.74707884,0.24909315,-0.42576584,0.2599362,-0.1727885,0.031178782,-0.2533443,0.036023147,0.13425206,0.55877596,0.538756,0.8769265,-0.32976577,0.76447445,-0.3081168,0.1558339,0.17603952,0.122006536,-0.16749932,0.5570917,0.28573626,0.77184004,0.010515742,-0.06299269,-0.046071272,-0.20913889,0.05087711,-0.0008330541,0.7435162,-0.3408854,0.55416846,0.11800403,0.09194813,b,0
67,0.69865674,0.36622974,-0.38685387,0.23723601,-0.23593849,-0.26647672,-0.43754664,-0.24664849,0.17649324,0.5481976,0.65118587,0.9301252,-0.4893742,1.013667,-0.6558017,0.25161025,0.19230081,0.15836118,-0.20280007,0.54652536,0.24926524,1.0449214,-0.10370058,-0.21373269,-0.055134628,-0.25224516,0.15247574,-0.014879421,0.97456264,-0.5020695,0.83666015,0.29284555,0.15019467,b,0
68,0.76938885,0.49489668,0.040065814,0.30815968,-0.32205164,-0.43915784,-0.5564412,0.08571477,0.3515088,0.17862011,0.72579473,0.7635135,-0.24379084,1.0672629,-0.6318824,0.07378222,-0.067662284,0.13688947,-0.020697042,0.3595538,0.36566293,1.0530045,-0.011836249,0.03619156,-0.13426675,-0.03935591,0.06818715,0.12780279,0.919925,-0.30452323,0.79639935,0.2104238,0.23487172,b,0
69,0.31182513,0.31184366,-0.357767,0.43172982,-0.17140402,-0.14346792,-0.059094384,-0.03497101,0.23919134,0.5507738,0.46220124,0.7095979,-0.27280402,0.62648904,-0.4077632,-0.09612134,-0.037772838,-0.00301883,-0.3357018,0.039063007,0.040659927,0.756188,-0.110646546,0.06376761,0.024027176,0.02080558,0.16603664,0.13680962,0.6218157,-0.39797676,0.78836036,0.15897043,0.07339074,b,0
70,0.7729842,0.84370697,-0.040600397,0.5638429,-0.7056305,-0.96049446,-1.1422454,-0.17376359,0.29262042,0.23219654,1.1630477,1.5472872,-0.658738,1.6830559,-0.89917195,0.19822878,-0.056137454,-0.07868604,-0.26818147,0.57251716,0.528798,1.4870181,0.4422173,-0.03411591,-0.1896598,-0.5254936,0.16447626,0.048372775,1.343493,-0.49681708,1.466861,0.24303596,-0.050585255,b,0
71,0.62190396,0.7780366,-0.14451562,0.64901614,-0.5631383,-0.4892164,-0.85966617,-0.45309457,0.15817572,0.29045433,0.775198,1.6362294,-0.83735794,1.25327,-1.196969,0.3176388,-0.04583456,-0.027033228,-0.4524605,0.2608236,0.22770806,1.5451443,-0.034041498,-0.43773416,-0.30799484,-0.3107865,0.2379245,0.39008477,1.0244858,-0.47834,1.4002552,0.33070865,0.021328008,b,0
72,0.52164304,0.5205364,-0.12461653,0.4383764,-0.06585887,-0.039088044,-0.25408265,0.092113234,0.029156988,0.008304702,0.54806143,1.1020263,-0.25000632,0.50852615,-0.51102006,0.010188557,-0.0046544485,0.09084907,-0.30532274,0.1001271,-0.24873489,1.038083,0.11308858,-0.029685482,0.048533916,0.07815148,0.14702189,0.49139214,0.17246117,0.06831725,0.5044257,0.10170547,0.073649794,g,0
73,0.7474944,0.33300468,-0.1854221,0.37105513,-0.3838666,-0.45198166,-0.46483713,0.27458814,0.19097278,0.2021082,0.7526074,0.8502128,-0.28078508,0.8971092,-0.50343174,0.11348657,-0.07025039,0.26187494,-0.36258942,0.49083808,0.44496477,0.7847843,0.32804844,-0.050358675,-0.095121935,-0.20294806,0.04687293,0.18944412,0.7456142,-0.2509471,0.7139161,0.02253117,-0.07464698,g,0
74,0.67989695,0.3596516,-0.12028976,0.29293507,-0.17175883,-0.43351415,-0.35693675,0.13533986,0.2519464,0.23806307,0.74478716,0.6486694,-0.29420468,0.9029396,-0.53675973,0.054153573,0.0025416147,0.18761112,-0.20958503,0.4182388,0.30660027,0.8588738,0.07341372,-0.0532431,0.04424782,-0.11436219,0.12589738,0.23386437,0.70926315,-0.2937717,0.6469992,0.035379406,0.1631852,g,0
75,0.53767854,0.4933808,-0.2771255,0.34140304,-0.18728583,-0.31007195,-0.4039158,-0.14857745,0.33655256,0.49706036,0.6570227,0.9594155,-0.4130993,0.99611884,-0.60719216,0.07540317,0.07920381,0.053591494,-0.23067346,0.35621965,0.26503104,1.0390022,-0.10534598,-0.041667257,0.0066862907,-0.16453774,0.22202581,0.1497195,0.8743566,-0.46622363,0.9274885,0.13935466,0.16283979,b,0
76,0.82584596,0.33464146,-0.34059832,0.24274468,-0.28192228,-0.6681188,-0.57845795,-0.019029386,0.42441493,0.6430428,1.1393169,0.9214004,-0.4990585,1.3747782,-0.47511163,0.083249584,0.14549977,0.3922121,-0.29623765,0.8467022,0.6458318,1.2432885,0.12565105,-0.0068707317,0.22260377,-0.3292055,0.23805492,-0.05391376,1.1597798,-0.61686426,0.93848693,-0.039397966,0.25561956,b,0
77,0.6650922,0.3678232,-0.06357355,0.52022284,-0.39347428,-0.41738835,-0.5420002,0.13057594,0.16672339,-0.037017915,0.97046983,0.86209935,-0.2676628,0.8955159,-0.56154037,0.030423399,0.07387128,0.32461065,-0.32929537,0.38447678,0.4016016,0.9412028,0.45468053,-0.11579141,-0.06559459,-0.25249895,0.053854354,0.31683007,0.5771448,-0.296519,0.61570024,-0.052375447,-0.04619842,g,0
78,1.141819,0.42529324,-0.18042718,0.20693724,-0.3970206,-0.4278449,-0.6713287,0.25391382,0.3065739,-0.42108163,0.2981521,0.8346357,-0.6811468,1.1731484,-0.33208972,0.6802989,0.33575523,-0.07195778,0.228335,0.5452838,-0.17601784,1.3405644,-0.040329818,-0.2070155,-0.18549988,0.14807653,0.14724909,-0.027997963,0.5979835,-0.15507068,0.7994986,0.12670647,-0.1446858,b,0
79,0.71514636,0.34318203,-0.31262088,0.43653682,-0.3399669,-0.40653464,-0.54657954,0.005606451,0.27825356,0.43959755,0.88883984,1.0804509,-0.46443984,1.1865432,-0.845028,0.18083344,0.14783667,0.32104608,-0.37862268,0.58760357,0.43741965,1.1759562,0.07815473,-0.42032078,-0.10393783,-0.3822461,0.26542273,0.41785875,0.96188754,-0.43918028,0.8153234,0.07462153,0.165867,b,0
80,0.5881576,0.6254266,-0.019097093,0.42972803,-0.2314673,-0.4439711,-0.6541141,-0.25881022,0.09445984,-0.050392527,0.7260348,1.2126192,-0.52080166,0.9001316,-0.8095439,0.3559463,0.11613566,0.069780245,-0.21109709,0.3711028,0.27872074,1.057177,0.027303185,-0.35080814,-0.32760644,-0.19577889,0.26644316,0.2941104,0.6825457,-0.15203385,0.8719547,0.17203362,0.022994505,b,0
81,0.87764716,1.3141886,-0.0849965,0.40695977,-0.43452314,-0.6196133,-0.89051837,-0.35927737,0.40617278,0.83945996,1.2077776,1.614905,-0.8319203,1.4702759,-1.1922553,0.18001868,-0.03818464,-0.29331523,-0.27398798,0.429804,0.25372332,2.0247543,-0.13599311,0.061374567,-0.08166325,-0.18729414,0.15770242,0.057129387,1.3268888,-0.37685922,2.060675,0.5277162,0.4875308,b,0
82,0.71745914,0.40199408,-0.58540994,0.60416394,-0.52096987,-0.7649414,-0.57829016,0.25252846,0.40281326,0.9487693,0.9534039,1.0965255,-0.29737303,1.1296374,-0.3802184,0.005403258,0.04909391,0.5329656,-0.70067495,1.0524211,0.5021968,1.3024528,0.46185547,0.005168738,0.21608421,-0.4901136,0.15748538,-0.006561064,1.3297435,-0.91237485,1.2367024,-0.023539107,-0.085416056,b,0
83,0.9013883,0.6262996,-0.18470614,0.6020983,-0.33579555,-0.013226561,-0.426437,-0.058684673,0.22947223,0.19959135,0.6397251,0.9230558,-0.529557,0.7483381,-0.88640636,0.1605549,-0.20717281,0.03970835,-0.24501655,0.19312228,0.07197368,1.3239,-0.032820743,-0.2084738,0.03784157,0.14296404,-0.00044737197,0.44527856,0.6154393,-0.18584141,0.97994107,0.1897999,0.12578529,b,0
84,1.3093045,0.64825,-0.27419257,0.7624411,-0.8342699,-0.76561606,-1.0420816,0.44901118,0.5606064,0.23025793,1.3626878,1.6526175,-0.55449694,1.5534471,-1.1916146,0.39028242,-0.10609296,0.44417503,-0.8596247,0.7730392,0.51696646,1.5890634,0.38330868,-0.3268622,0.008675214,-0.22201818,0.28306675,0.50509226,1.3352821,-0.5679633,1.2183864,0.030252945,-0.15854225,b,0
85,1.0333645,0.17706123,-0.54755527,0.64931023,-0.47904137,-0.5686215,-0.37169993,0.4044791,0.110485986,0.81620973,1.2454041,1.2574601,-0.33927464,1.4587492,-0.60353833,-0.047095153,0.09710668,0.5971495,-1.0812168,0.9337821,0.6531775,0.9282878,0.768126,-0.11080231,0.1640319,-0.7335268,0.31266516,0.532243,1.092533,-0.55510783,0.7225924,-0.047524985,-0.06922576,b,0
86,1.0323774,0.44144335,-0.076830715,0.29800266,-0.32458076,-0.5354246,-0.6535809,0.23353745,0.3730898,0.19205017,1.1097785,0.9915044,-0.36417794,1.3016922,-0.6736681,0.121880084,-0.07303083,0.31165484,-0.11124657,0.6053332,0.6078762,1.1162729,0.106990494,0.016293108,-0.03000059,-0.019463664,0.18337356,0.16966395,0.99728835,-0.24999675,0.67726433,-0.049267363,0.23171115,b,0
87,0.75622874,0.4196291,-0.19194348,0.24916564,-0.337286,-0.58610785,-0.45866,0.022806922,0.10971238,0.30189404,0.7501852,0.8738684,-0.3039805,1.0641278,-0.2162462,0.043398436,0.19560677,0.1617612,-0.32697192,0.68666136,0.5755734,0.72571987,0.3864633,0.021269858,-0.097512536,-0.40104783,0.0481257,-0.07868047,0.7768154,-0.44635376,0.7249106,0.046255063,-0.042777702,g,0
88,0.47094637,0.15193045,-0.30069745,0.46115294,0.13877529,0.061497305,0.008083291,0.22603355,-0.0027545635,0.14403407,0.2987833,0.6706371,-0.25923583,0.54354376,-0.33818492,-0.1156971,0.18297853,0.2183502,-0.25004917,0.05088956,-0.07374585,0.7876984,0.23299396,0.08399052,0.17943001,0.13283032,0.19516006,0.33438933,0.2955359,-0.16919973,0.5308509,0.12713225,-0.0553096,g,0
89,0.9903302,0.61572444,-0.045868322,0.22744016,-0.25523895,-0.20774047,-0.5725358,-0.005931761,0.31171927,0.27693877,0.60069466,0.875658,-0.29565904,1.0453321,-0.5426625,0.10434201,0.009444602,0.0069456883,0.027708534,0.53984857,0.27451468,1.1366584,-0.07493886,-0.004652139,-0.055504445,-0.06707426,0.05573128,0.08336834,0.6924841,-0.23172294,0.5644857,-0.0022696974,0.32191318,g,0
90,0.9939266,0.7280313,0.0031196978,0.5025009,-0.2458306,-0.41230083,-0.5884498,0.37125784,0.5495226,0.30186045,0.9933404,1.0696387,-0.19796419,1.1721908,-0.72329843,0.09610985,-0.3080776,0.3077712,-0.37248394,0.32485107,0.6757365,1.0580528,0.058838136,0.14045966,-0.034456894,0.16080686,0.23247756,0.33284917,0.86633056,-0.29343814,0.82940114,-0.12818815,0.0710212,b,0
91,0.8935675,0.53567815,-0.27504227,0.54332745,-0.7012763,-0.15894537,-0.53291094,0.30851656,0.25333035,0.6010885,0.7920264,1.212542,-0.09939999,1.0287409,-0.15535113,-0.047605537,-0.16771175,-0.038285892,-0.46928242,0.36279264,0.29900187,0.6677051,0.23251542,0.3859198,-0.03142656,0.025686052,0.289343,-0.20856632,0.93349487,-0.3991189,0.56068027,-0.2813131,-0.39398846,g,0
92,0.9298863,0.4265727,-0.05275174,0.24099906,-0.12721515,-0.4475746,-0.4704606,0.41217527,0.4500623,0.13106237,0.75180715,0.5858532,-0.25172824,1.0001011,-0.6173545,0.091722906,-0.038715,0.22733486,-0.109362304,0.44881582,0.34625858,0.9054834,0.10612807,0.11478998,0.18967369,0.07254963,0.14078017,0.30727172,0.74679387,-0.25787067,0.60295856,0.043435298,0.20452055,g,0
93,0.41722876,0.36956134,-0.018291354,0.2610303,-0.3558529,-0.40970802,-0.53162205,-0.18908069,0.069368646,0.11403674,0.56809,0.81636524,-0.34365937,0.78879267,-0.41803545,0.12059006,0.03379012,0.114549056,-0.18740682,0.32558793,0.23632719,0.7566153,0.21175742,-0.17271273,-0.19221395,-0.24136746,0.10772165,0.017328326,0.62018937,-0.27973798,0.657485,0.0795578,-0.089763254,g,0
94,0.91398484,0.5844184,-0.20642255,0.47554913,-0.22724006,-0.2885408,-0.3847317,0.4206596,0.42032596,0.3358807,0.8252019,0.88349295,-0.36399058,1.0029792,-0.9616014,0.12802488,-0.23032695,0.18484187,-0.20445189,0.22912383,0.29905277,1.0702107,-0.034724418,-0.017393619,0.19651255,0.17312662,0.121976234,0.58940583,0.8860644,-0.1994943,0.8986574,0.16551395,0.2674774,b,0
95,0.5774793,0.4824064,-0.051527113,0.07119904,-0.11685346,-0.3016053,-0.66110367,-0.0454505,0.3310729,0.16949446,0.3980114,0.64971745,-0.51367503,0.96831363,-0.5985906,0.26737604,0.24846467,0.14601031,0.23094186,0.61547434,0.068199806,1.1647509,-0.1534918,-0.10889679,-0.13324523,-0.13913408,0.20409374,0.0948891,0.9525562,-0.44791833,0.8866889,0.28106084,0.18898633,b,0
96,1.1510055,0.6244057,-0.012196559,0.50326186,-0.5193345,-0.59447944,-0.8173267,0.23773716,0.14690666,-0.66638637,0.62395084,1.0051295,-0.51067805,1.0306084,-0.22024517,0.5900309,0.15090264,-0.19531657,0.1393502,0.4075416,0.14462772,1.0572108,0.22304761,-0.008967213,-0.30182388,0.23735881,0.018749358,-0.17726259,0.57149327,-0.10362,0.8953061,0.043178964,-0.39269218,g,0
97,0.6283408,0.19577283,-0.39333382,0.46568307,-0.3650054,-0.7225217,-0.47786334,0.12876359,0.2538114,0.5331039,1.0423198,0.8482369,-0.3235017,1.1980721,-0.47676954,-0.04582695,0.07668003,0.46085486,-0.57247204,0.70689476,0.6364235,0.9395142,0.429861,-0.12990269,0.13876954,-0.5417315,0.2213797,0.14512314,1.0161172,-0.58615816,0.75856656,-0.0626054,-0.025720356,b,0
98,0.41946834,0.38531506,0.014891549,0.103874,-0.20153579,-0.31484282,-0.59996516,-0.25018698,0.19278686,0.06892095,0.48759162,0.69821584,-0.4046564,0.7770304,-0.3512101,0.22461116,0.18348488,0.0036943369,0.07798648,0.32671303,0.1216736,0.8481394,0.022301495,-0.033979706,-0.19177419,-0.24070093,0.16672072,-0.12908657,0.6875,-0.2672309,0.68001705,0.08704106,0.0576628,g,0
99,0.6978031,0.50572366,0.1636622,0.14734268,-0.029551677,-0.2418304,-0.39700967,-0.018348776,0.32126486,-0.08468138,0.43203843,0.54368347,-0.34227753,0.59832036,-0.5963416,0.19313702,0.12578088,0.18311284,-0.04374564,0.3905879,0.15800656,0.9256361,-0.058308806,-0.13127244,-0.14515328,0.02701919,-0.008931231,0.26423085,0.30075243,-0.12657046,0.5138261,0.046315666,0.3037534,g,0
100,1.1112455,0.5193578,-0.3540241,0.32500708,0.14422433,-0.575432,-0.2681925,-0.05184018,-0.046279866,0.1653639,0.9218579,0.8196262,-0.5134075,1.6958901,-0.39008987,0.40669635,0.30222675,0.19591223,-0.40969816,0.8731158,0.44975543,1.1156275,-0.0031083599,-0.12208286,-0.33453295,-0.37323654,0.49755487,-0.04436984,0.77402234,-0.3986226,1.1550016,0.062440682,0.13170516,b,0
101,0.48517683,0.53913206,0.06096062,0.31035757,-0.21951428,-0.5689069,-0.5208584,-0.010021181,0.22497815,0.14429472,0.807908,0.8177204,-0.18629572,0.7655652,-0.12683783,0.19946611,0.025587196,0.24521604,-0.2534116,0.40857244,0.5575474,0.7951938,0.2439775,0.07468492,-0.064738855,-0.21972387,0.13213083,-0.19507271,0.5120137,-0.33336875,0.672314,-0.13546963,0.013451146,g,0
102,0.85522586,0.5341878,-0.16698568,0.3292409,-0.49629492,-0.4137473,-0.50014853,0.050454266,0.5627917,0.18613732,0.38856566,0.66898054,-0.5273982,1.1380323,-0.51550317,0.03371172,0.04666372,-0.40538877,0.1335055,0.12743162,-0.2974295,1.1972057,-0.24226522,0.28330106,0.039044283,0.35085228,0.0883474,-0.048331812,1.1180625,-0.48171037,1.0051203,0.48168096,0.06544453,b,0
103,0.42256021,0.092344984,-0.3471142,0.49471915,-0.23482919,-0.1704129,-0.21169552,0.14528914,0.030562254,0.37916565,0.5701724,0.6333431,-0.16085881,0.5448726,-0.37762028,-0.053823117,-0.081303835,0.2859989,-0.51721704,0.1947152,0.15895508,0.5066175,0.2642828,-0.091798194,0.048405,-0.21861964,0.15328465,0.29985842,0.5392513,-0.23243897,0.46253076,0.031575475,-0.1659726,g,0
104,0.87209153,0.48082826,-0.20116423,0.24716218,-0.3508336,-0.7703062,-0.52206135,0.17966136,0.26627874,0.25945932,0.84848094,0.783438,-0.41737705,1.289594,-0.15396895,0.06696102,0.015182235,0.03726625,0.038096275,0.6756358,0.61465865,0.914939,0.33400154,0.34661227,-0.0018167458,-0.23744401,-0.0510206,-0.28252152,1.0546223,-0.41053566,0.9511086,0.0426749,-0.015174894,b,0
105,0.8791986,0.68973994,0.11260186,0.03298481,-0.23412225,-0.54717803,-0.90034044,-0.24616422,0.40033323,-0.07006934,0.6563709,1.0243249,-0.75175226,1.4206866,-0.90595984,0.46541134,0.2664996,-0.004750721,0.25310537,0.6242651,0.24893011,1.4361671,-0.18154973,-0.19907786,-0.26105633,-0.1731815,0.23108874,0.13649124,1.0470743,-0.39121816,1.1440897,0.31441742,0.26651037,b,0
106,0.46645033,0.24388969,-0.37821192,0.79334396,-0.5240205,-0.23458897,-0.25998646,0.28968513,0.11614631,0.35000327,0.7231791,0.8654984,-0.19047666,0.5195577,-0.5552553,0.14995374,-0.2957628,0.29926303,-0.625038,0.18660273,0.11345787,0.698376,0.2314368,-0.212041,0.16959262,0.07863673,0.16435961,0.21808676,0.7219139,-0.1788227,0.6422513,0.062692806,-0.30834025,g,0
107,0.5599729,0.33347398,-0.08776723,0.7348707,-0.60808766,-0.49181122,-0.45986688,0.32926446,0.25465572,0.32312334,0.8168196,0.9360444,-0.052784797,0.756002,-0.48860207,-0.12321845,-0.22172943,0.39736658,-0.648299,0.18342729,0.52756554,0.7745342,0.41364974,-0.057280272,-0.15402955,-0.09450547,0.07849242,0.15887058,0.7538642,-0.24232398,0.52681947,0.086992234,-0.13390839,g,0
108,0.5689403,0.47716218,-0.0065942616,0.28699252,-0.49384445,-0.5390086,-0.7327893,-0.034749426,0.18802236,0.24279833,0.79098415,0.95846087,-0.24702898,0.9928998,0.098013625,0.021751571,-0.094824836,0.12009859,-0.2515229,0.4744326,0.53627086,0.7606419,0.2030689,0.26453274,-0.09967374,-0.022749925,0.17570257,-0.5529618,0.7352678,-0.3548473,0.5834325,-0.18157065,-0.251258,g,0
109,1.1011515,0.4446333,-0.27606568,0.48736468,-0.25010484,-0.66754377,-0.46649122,0.33935738,0.40293035,0.50460327,1.2428712,1.1644081,-0.5733648,1.5011915,-0.80617154,0.31425372,0.17779358,0.46237212,-0.4392633,0.826442,0.6516512,1.385109,0.09769377,-0.09586959,0.118935846,-0.37897295,0.3151148,0.27121323,1.2925777,-0.48090422,0.9807277,0.09366019,0.23132113,b,0
110,0.79672086,0.20610467,-0.23607166,0.24407876,-0.33832163,-0.5156608,-0.43615004,0.17349754,0.27094424,0.39429805,0.9677935,0.9115388,-0.34813407,1.2815759,-0.22407661,-0.06302938,-0.03664775,0.43465266,-0.35915413,0.83538806,0.52593106,1.0253599,0.64501035,-0.11422369,-0.012576841,-0.40477106,0.26300594,0.041903183,1.0613868,-0.50970274,0.77909577,-0.21952282,-0.51538485,b,0
111,0.7683661,0.55571485,0.08437121,0.30989182,-0.16891405,-0.543846,-0.7783125,-0.12676455,0.10175674,-0.25176382,0.6658012,0.95803195,-0.44133526,1.0020921,-0.51220804,0.32627186,0.19716187,0.12586561,-0.06357851,0.559011,0.41944414,0.9332105,0.16722926,-0.16027585,-0.2838332,-0.20915505,0.18951227,0.038789652,0.6560925,-0.20582303,0.7717558,0.101742886,-0.07262139,b,0
112,0.64388615,0.48594797,0.14972952,0.21037804,-0.28650954,-0.29104957,-0.6151231,-0.004477892,0.277652,-0.20649287,0.5436985,0.8390869,-0.36916175,0.6492091,-0.6287526,0.3603325,0.09779787,0.14776069,-0.073815644,0.31561208,0.15960658,0.9305784,-0.03998414,-0.30794856,-0.15417737,0.06830281,0.107921354,0.23357137,0.46950272,-0.12851009,0.54226226,0.0846256,-0.008771842,g,0
113,0.501248,0.21158972,-0.4975571,0.40101525,-0.20183022,0.039424602,-0.25415194,0.005345126,0.20292543,0.7004061,0.5898963,0.8008451,-0.2142255,0.77433765,-0.37754408,0.067053884,0.15417634,0.15592809,-0.3648911,0.4885647,0.1761805,0.77437675,-0.11657654,-0.15348,0.010536257,-0.32759663,0.21581218,0.15092055,0.80069953,-0.41044587,0.55084574,0.041394852,0.17866787,b,0
114,0.79963404,0.2072185,-0.18191375,0.5429385,-0.40713257,-0.26862624,-0.47561428,0.34012356,0.07391285,0.31048015,1.0534112,1.0042269,-0.16690582,0.778376,-0.5526123,-0.031515308,-0.14069827,0.48843217,-0.6372264,0.38229424,0.5131535,0.6615194,0.5226356,-0.19689459,0.02395282,-0.20653735,0.11924856,0.38402003,0.62514615,-0.3685393,0.53515553,-0.17098118,-0.27109146,g,0
115,0.37971106,0.23108736,-0.26065075,0.2949877,-0.15753953,-0.19014119,-0.123873085,-0.09498082,0.09217952,0.4530978,0.40510136,0.53836745,-0.16641846,0.58873194,-0.34964162,-0.07002224,-0.035536394,0.13217993,-0.2701528,0.18888026,0.041764684,0.46941254,0.10615467,-0.053299733,0.057219036,-0.12580705,0.088413075,0.07453698,0.61921155,-0.36108553,0.48322722,0.13038963,-0.047563322,g,0
116,0.61582583,0.5446119,-0.19279735,0.42078552,-0.2789491,-0.40019342,-0.22419164,0.049649656,0.11706559,0.6031057,0.7933221,1.0722077,-0.29130852,0.94307745,-0.55360526,0.102605894,0.3789671,0.24766506,-0.55225027,0.5247352,0.28331852,0.9264876,0.26089433,-0.094428,-0.07913561,-0.48642412,0.23016444,0.35146382,0.5431467,-0.4055954,0.62428635,0.069263995,0.3165479,g,0
117,0.24830312,0.3278598,-0.30525613,0.50497365,-0.25260922,0.25202054,-0.06991623,-0.2641572,0.13640231,0.35196728,0.3364166,0.6402631,-0.1818017,0.30295968,-0.3264276,0.101958066,0.083263054,-0.24747236,-0.16054966,0.00091514364,-0.21354178,0.5817159,-0.20650333,-0.057873458,-0.23853609,-0.07588814,0.07090484,-0.053687632,0.4583706,-0.2420197,0.568743,0.014391525,-0.014053963,g,0
118,0.52839226,0.470225,-0.06898028,0.2774551,-0.29363725,-0.2546072,-0.5396102,-0.45045838,0.12623365,0.30322027,0.3061943,0.7881718,-0.47414464,0.72182274,-0.49443302,0.13061313,0.026599776,0.027988257,-0.120483354,0.35977304,0.002990663,1.0896578,-0.101426795,-0.10244843,-0.02397675,-0.13054632,0.06268751,0.10275689,0.68261826,-0.4295602,0.93362767,0.21140137,0.03683176,b,0
119,0.83210593,0.5541209,-0.013171076,0.29911193,-0.24319538,-0.73199534,-0.69836855,-0.10257111,0.48737592,0.23649125,1.0010283,1.1313925,-0.57093275,1.3004634,-0.66388136,0.24933404,0.12548243,0.07284455,-0.04421248,0.5032164,0.48785406,1.2907374,0.048833992,0.018096507,0.01088915,-0.20235482,0.10741276,-0.009365355,1.033445,-0.42772117,0.9977223,0.058273703,0.3408699,b,0
120,0.9182972,0.45988113,-0.44857714,0.50699276,-0.11059862,-0.2946084,-0.26769423,0.42803138,0.12610719,0.3035874,0.49964052,1.150334,-0.5441865,1.0506386,-0.55450654,0.42720598,0.06492296,0.4209471,-0.33620766,0.60975516,0.21443607,1.3168162,0.079269245,-0.11833882,-0.07532862,-0.25574282,0.22260341,0.27809626,0.6732428,-0.020061553,0.7535798,0.16514416,0.11499137,b,0
121,0.7412935,0.44086468,-0.011738574,0.3414581,-0.5765254,-0.70673686,-0.9535727,-0.24462725,0.14002779,0.18799847,1.0151132,1.3110288,-0.673551,1.4729064,-0.849819,0.23485833,0.23944679,0.35336876,-0.350854,0.71840346,0.49346548,1.2887846,0.4383123,-0.49862522,-0.3263287,-0.63659424,0.30746177,0.21643668,1.071759,-0.56053996,1.0833104,0.08431122,-0.14193782,b,0
122,0.4803519,0.53392285,0.20103562,0.13439438,0.11179301,-0.08422528,-0.048864335,0.08258527,0.25256392,0.03517203,0.58852303,0.8278935,-0.024261031,0.34301746,-0.31442016,-0.026293501,-0.07056606,0.12464115,-0.20277098,0.17152335,0.0022811145,0.7406697,-0.013346594,-0.026979744,0.111240484,0.19918066,-0.048348963,0.36668676,0.16874468,0.04015694,0.24527669,0.06901845,-0.04890976,g,0
123,0.8874311,0.730085,-0.34084082,0.84777147,-1.0093644,-1.0029738,-1.1878082,-0.056638733,0.33800805,0.46227336,1.303434,1.716271,-0.6526827,1.8648651,-0.736964,0.10730633,-0.21310525,0.022031154,-0.6225735,0.6422292,0.687958,1.3927904,0.59770817,0.070824504,-0.107012406,-0.554858,0.2569296,-0.17225684,1.6773208,-0.7233635,1.516798,0.06897178,-0.43080956,b,0
124,0.53296953,0.28479633,-0.48562238,0.62632877,-0.4741368,0.1749338,-0.41823032,-0.23426506,-0.056395605,0.52349097,0.70514536,1.1556348,-0.2925364,0.65307176,-0.7704315,0.11318207,-0.029730242,0.06247317,-0.5947362,0.10263736,-0.015066151,0.9322413,-0.06486787,-0.29782268,-0.11925883,-0.089563265,0.11942444,0.18721473,0.62743574,-0.3136818,0.66973263,0.34991598,0.01742609,g,0
125,1.2892791,0.55979663,-0.37896013,0.86299914,-0.73968637,-1.2001272,-0.9628138,0.4801681,0.1952541,0.70544827,1.6471189,1.8232281,-0.6179554,2.1675274,-1.1761537,0.16168344,0.25351307,0.9190272,-1.127165,1.200122,0.84113514,1.723359,0.8824079,-0.54294056,-0.081780024,-1.0565542,0.57282984,0.75059587,1.4430307,-0.65871984,1.0951102,-0.02245434,0.026446054,b,0
126,0.37239355,0.30745235,-0.25697806,0.27062145,-0.3023633,0.18219626,-0.39975542,-0.16644467,0.1407831,0.2857667,0.13003722,0.6518734,-0.08838575,0.32365707,-0.06565945,0.017850082,0.11365509,-0.14837885,-0.15919852,0.1573456,0.012579516,0.3604505,-0.09689331,0.113504246,-0.10941533,0.01005053,0.15216227,-0.2276234,0.5228411,-0.23322833,0.39178547,0.061465506,-0.26865378,g,0
