distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated
0.7236641220000001,69,31,4.3,0,10.0,62,0.0,30.02,0
0.448854962,69,31,4.3,0,10.0,65,5.0,30.04,2603
0.174045802,69,31,4.3,0,10.0,63,5.0,30.06,20869
0.100763359,69,31,4.3,0,10.0,64,3.0,30.0,24209
0.375572519,69,31,4.3,0,10.0,26,11.0,29.97,5542
0.650381679,69,31,4.3,0,10.0,25,11.0,29.98,0
0.92519084,69,31,4.3,0,10.0,43,0.0,30.0,0
1.0015313940000001,68,29,4.9,0,10.0,67,5.0,30.01,0
0.7258805509999999,68,29,4.9,0,10.0,51,0.0,30.0,0
0.450229709,68,29,4.9,2,10.0,75,3.0,30.02,2461
0.174578867,68,29,4.9,1,10.0,70,5.0,30.05,10461
0.101071975,68,29,4.9,1,10.0,53,3.0,30.0,0
0.37672281799999996,68,29,4.9,1,10.0,33,7.0,29.96,7934
0.65237366,68,29,4.9,0,10.0,43,13.0,29.99,0
0.9280245020000001,68,29,4.9,0,10.0,58,0.0,30.02,0
1.006153846,68,29,4.6,0,10.0,56,3.0,30.03,0
0.7292307690000001,68,29,4.6,0,10.0,62,0.0,30.02,0
0.45230769200000004,68,29,4.6,0,8.0,80,0.0,30.05,2497
0.175384615,68,29,4.6,0,10.0,68,7.0,30.06,20597
0.101538462,68,29,4.6,0,10.0,61,3.0,30.01,23672
0.378461538,68,29,4.6,0,10.0,28,6.0,29.98,7775
0.655384615,68,29,4.6,0,10.0,49,6.0,29.99,0
0.9323076920000001,68,29,4.6,0,10.0,52,7.0,30.02,0
1.009259259,60,29,11.3,0,9.0,83,11.0,30.04,0
0.731481481,60,29,11.3,1,8.0,93,9.0,30.05,0
0.453703704,60,29,11.3,1,9.0,96,6.0,30.08,1384
0.175925926,60,29,11.3,1,10.0,70,0.0,30.1,20680
0.10185185199999999,60,29,11.3,1,10.0,59,14.0,30.05,24472
0.37962963,60,29,11.3,1,9.0,78,15.0,30.03,7800
0.657407407,60,29,11.3,1,6.0,93,17.0,30.08,0
0.935185185,60,29,11.3,1,8.0,93,15.0,30.13,0
1.013953488,55,29,9.0,1,9.0,93,8.0,30.16,0
0.734883721,55,29,9.0,3,7.0,93,0.0,30.15,0
0.455813953,55,29,9.0,4,4.0,90,6.0,30.19,221
0.17674418600000005,55,29,9.0,4,3.0,87,3.0,30.2,13923
0.102325581,55,29,9.0,3,7.0,78,17.0,30.17,15242
0.381395349,55,29,9.0,3,10.0,78,15.0,30.14,3727
0.660465116,55,29,9.0,3,10.0,93,15.0,30.16,0
0.9395348840000001,55,29,9.0,2,10.0,90,14.0,30.18,0
1.0155521,58,29,10.4,2,10.0,96,14.0,30.18,0
0.7356143079999999,58,29,10.4,1,10.0,100,9.0,30.19,0
0.45567651600000003,58,29,10.4,3,10.0,96,5.0,30.22,113
0.175738725,58,29,10.4,4,2.0,93,0.0,30.22,15058
0.10419906699999999,58,29,10.4,1,10.0,72,20.0,30.17,23748
0.38413685799999997,58,29,10.4,1,10.0,65,15.0,30.14,7480
0.66407465,58,29,10.4,1,10.0,90,17.0,30.14,0
0.944012442,58,29,10.4,1,10.0,93,10.0,30.14,0
1.018720749,56,30,8.3,1,10.0,96,8.0,30.1,0
0.737909516,56,30,8.3,1,10.0,100,7.0,30.06,0
0.45709828399999997,56,30,8.3,1,7.0,100,9.0,30.08,186
0.17628705100000006,56,30,8.3,3,7.0,83,3.0,30.07,15471
0.104524181,56,30,8.3,3,8.0,78,5.0,29.99,22378
0.38533541299999996,56,30,8.3,2,10.0,70,9.0,29.94,7629
0.6661466460000001,56,30,8.3,2,10.0,90,11.0,29.94,0
0.946957878,56,30,8.3,2,10.0,93,9.0,29.96,0
1.021909233,59,16,8.6,3,10.0,83,3.0,29.93,0
0.740219092,59,16,8.6,3,10.0,90,5.0,29.87,0
0.458528951,59,16,8.6,3,7.0,86,0.0,29.85,0
0.176838811,59,16,8.6,4,7.0,84,0.0,29.9,0
0.10485133,59,16,8.6,4,9.0,68,17.0,29.87,0
0.386541471,59,16,8.6,4,7.0,84,8.0,29.88,0
0.668231612,59,16,8.6,4,10.0,75,0.0,29.94,0
0.9499217529999999,59,16,8.6,3,10.0,70,23.0,29.93,0
1.0251177390000001,65,15,13.0,3,10.0,63,13.0,30.0,0
0.7425431709999999,65,15,13.0,4,10.0,84,15.0,30.03,0
0.459968603,65,15,13.0,4,6.0,90,6.0,30.09,0
0.177394035,65,15,13.0,4,9.0,87,6.0,30.13,1283
0.105180534,65,15,13.0,3,10.0,61,18.0,30.1,8637
0.387755102,65,15,13.0,4,10.0,57,15.0,30.08,1209
0.67032967,65,15,13.0,3,10.0,59,21.0,30.08,0
0.9529042390000001,65,15,13.0,3,10.0,78,11.0,30.06,0
1.029968454,63,16,12.8,3,10.0,75,9.0,30.03,0
0.746056782,63,16,12.8,4,10.0,84,7.0,29.99,0
0.46214511,63,16,12.8,4,4.0,90,14.0,29.97,168
0.178233438,63,16,12.8,4,3.0,87,15.0,29.99,1054
0.10567823300000001,63,16,12.8,4,4.0,90,15.0,29.93,1200
0.389589905,63,16,12.8,4,3.0,87,15.0,29.88,683
0.673501577,63,16,12.8,4,9.0,87,14.0,29.9,0
0.957413249,63,16,12.8,4,10.0,93,9.0,29.93,0
0.938291139,62,23,8.1,4,10.0,90,9.0,29.93,0
0.6534810129999999,62,23,8.1,3,10.0,90,5.0,29.96,0
0.36867088600000003,62,23,8.1,2,10.0,90,9.0,30.02,357
0.083860759,62,23,8.1,3,10.0,78,0.0,30.07,10258
0.200949367,62,23,8.1,3,10.0,68,14.0,30.07,17127
0.48575949399999996,62,23,8.1,2,10.0,73,13.0,30.06,8167
0.77056962,62,23,8.1,3,10.0,87,3.0,30.06,0
1.055379747,62,23,8.1,2,10.0,83,5.0,30.07,0
0.9412698409999999,58,20,10.6,2,10.0,86,0.0,30.06,0
0.655555556,58,20,10.6,3,10.0,90,3.0,30.02,0
0.36984127,58,20,10.6,3,10.0,83,5.0,29.99,9
0.084126984,58,20,10.6,3,10.0,78,7.0,29.96,7259
0.201587302,58,20,10.6,3,10.0,72,20.0,29.86,6669
0.48730158700000004,58,20,10.6,4,3.0,90,21.0,29.75,95
0.773015873,58,20,10.6,3,10.0,87,13.0,29.85,0
1.058730159,58,20,10.6,2,10.0,86,11.0,29.94,0
0.9442675159999999,55,29,13.3,3,10.0,80,9.0,29.98,0
0.657643312,55,29,13.3,3,10.0,83,5.0,30.01,0
0.371019108,55,29,13.3,2,10.0,80,11.0,30.06,1661
0.084394904,55,29,13.3,3,10.0,69,13.0,30.13,16038
0.20222929899999997,55,29,13.3,3,10.0,55,18.0,30.12,21373
0.48885350299999997,55,29,13.3,3,10.0,64,22.0,30.13,5500
0.7754777070000001,55,29,13.3,1,10.0,72,16.0,30.17,0
1.0621019109999998,55,29,13.3,1,10.0,74,11.0,30.19,0
0.947284345,53,30,3.8,0,10.0,74,6.0,30.22,0
0.659744409,53,30,3.8,0,10.0,83,0.0,30.22,0
0.372204473,53,30,3.8,2,10.0,89,3.0,30.23,1721
0.084664537,53,30,3.8,3,10.0,67,3.0,30.27,16251
0.20287539899999998,53,30,3.8,3,10.0,56,5.0,30.25,17465
0.490415335,53,30,3.8,4,10.0,52,8.0,30.25,4638
0.777955272,53,30,3.8,4,10.0,58,7.0,30.25,0
1.065495208,53,30,3.8,4,10.0,62,0.0,30.27,0
0.950320513,60,30,4.6,3,10.0,62,3.0,30.28,0
0.6618589739999999,60,30,4.6,2,10.0,72,0.0,30.29,0
0.373397436,60,30,4.6,1,10.0,80,5.0,30.33,1365
0.084935897,60,30,4.6,0,10.0,62,8.0,30.35,19412
0.203525641,60,30,4.6,1,10.0,54,0.0,30.3,24013
0.491987179,60,30,4.6,0,10.0,63,14.0,30.26,7449
0.7804487179999999,60,30,4.6,0,10.0,78,7.0,30.26,0
1.068910256,60,30,4.6,0,10.0,93,5.0,30.26,0
0.953376206,62,30,5.2,0,10.0,86,0.0,30.24,0
0.663987138,62,30,5.2,0,10.0,90,0.0,30.24,0
0.37459807100000003,62,30,5.2,1,9.0,96,0.0,30.22,1309
0.085209003,62,30,5.2,0,9.0,84,3.0,30.22,19306
0.204180064,62,30,5.2,0,10.0,75,0.0,30.16,24011
0.493569132,62,30,5.2,1,10.0,55,11.0,30.11,7336
0.7829581990000001,62,30,5.2,1,10.0,87,15.0,30.12,0
1.072347267,62,30,5.2,0,10.0,87,7.0,30.11,0
0.956521739,58,27,10.2,1,10.0,90,10.0,30.11,0
0.666666667,58,27,10.2,1,10.0,90,9.0,30.08,0
0.37681159399999997,58,27,10.2,3,10.0,93,0.0,30.06,115
0.086956522,58,27,10.2,4,10.0,81,7.0,30.06,5851
0.202898551,58,27,10.2,4,10.0,84,9.0,29.98,3697
0.492753623,58,27,10.2,4,6.0,93,10.0,29.93,696
0.7826086959999999,58,27,10.2,4,5.0,93,16.0,29.91,0
1.072463768,58,27,10.2,3,10.0,86,15.0,29.88,0
0.9596122779999999,57,28,19.3,3,10.0,83,23.0,29.87,0
0.668820679,57,28,19.3,3,10.0,83,24.0,29.85,0
0.378029079,57,28,19.3,2,10.0,83,21.0,29.86,1209
0.08723748,57,28,19.3,2,10.0,75,14.0,29.88,19618
0.20355412,57,28,19.3,2,10.0,70,20.0,29.87,24686
0.49434571899999996,57,28,19.3,3,10.0,78,15.0,29.87,4927
0.785137318,57,28,19.3,2,10.0,83,15.0,29.91,0
1.075928918,57,28,19.3,2,10.0,83,25.0,29.96,0
0.9627228529999999,55,28,8.5,1,10.0,86,11.0,29.98,0
0.670988655,55,28,8.5,1,10.0,90,5.0,30.02,0
0.37925445700000004,55,28,8.5,3,10.0,90,9.0,30.07,381
0.087520259,55,28,8.5,3,10.0,72,9.0,30.09,14852
0.204213938,55,28,8.5,3,10.0,65,14.0,30.06,24073
0.49594813600000004,55,28,8.5,3,10.0,70,9.0,30.07,4945
0.7876823340000001,55,28,8.5,3,10.0,78,9.0,30.09,0
1.079416532,55,28,8.5,3,10.0,83,9.0,30.13,0
0.9658536590000001,57,28,10.2,3,10.0,90,9.0,30.16,0
0.673170732,57,28,10.2,4,10.0,96,7.0,30.17,0
0.380487805,57,28,10.2,3,10.0,86,7.0,30.21,207
0.087804878,57,28,10.2,3,10.0,75,10.0,30.27,8425
0.20487804899999998,57,28,10.2,3,10.0,72,10.0,30.24,9466
0.497560976,57,28,10.2,3,10.0,72,15.0,30.24,3303
0.790243902,57,28,10.2,3,10.0,72,11.0,30.27,0
1.082926829,57,28,10.2,3,10.0,80,10.0,30.27,0
0.969004894,60,28,5.9,4,8.0,93,6.0,30.28,0
0.675367047,60,28,5.9,4,10.0,96,8.0,30.27,0
0.381729201,60,28,5.9,4,9.0,87,0.0,30.3,162
0.08809135400000001,60,28,5.9,4,9.0,87,5.0,30.32,4780
0.205546493,60,28,5.9,3,9.0,84,3.0,30.26,12683
0.499184339,60,28,5.9,3,9.0,87,16.0,30.21,6774
0.792822186,60,28,5.9,3,10.0,93,8.0,30.21,0
1.086460033,60,28,5.9,2,10.0,93,0.0,30.23,0
0.9721767590000001,60,28,6.0,1,10.0,93,0.0,30.23,0
0.6775777409999999,60,28,6.0,2,10.0,96,0.0,30.22,0
0.38297872299999997,60,28,6.0,1,10.0,96,0.0,30.22,915
0.088379705,60,28,6.0,1,9.0,93,5.0,30.23,17909
0.20621931300000002,60,28,6.0,1,10.0,63,9.0,30.16,22652
0.5008183310000001,60,28,6.0,1,10.0,75,20.0,30.11,6592
0.795417349,60,28,6.0,0,10.0,78,10.0,30.1,0
1.090016367,60,28,6.0,0,10.0,87,8.0,30.1,0
0.973770492,66,10,6.5,0,10.0,90,3.0,30.1,0
0.678688525,66,10,6.5,0,10.0,93,0.0,30.08,0
0.383606557,66,10,6.5,0,10.0,86,0.0,30.12,934
0.08852459,66,10,6.5,0,10.0,52,7.0,30.14,17598
0.206557377,66,10,6.5,0,10.0,40,6.0,30.07,22910
0.501639344,66,10,6.5,1,10.0,27,7.0,30.04,6731
0.796721311,66,10,6.5,0,10.0,38,9.0,30.06,0
1.091803279,66,10,6.5,1,10.0,47,9.0,30.08,0
0.978583196,69,14,5.0,1,10.0,45,11.0,30.1,0
0.6820428340000001,69,14,5.0,1,10.0,54,8.0,30.1,0
0.385502471,69,14,5.0,1,10.0,54,8.0,30.12,746
0.088962109,69,14,5.0,0,10.0,30,7.0,30.14,17752
0.207578254,69,14,5.0,0,10.0,39,3.0,30.08,22523
0.504118616,69,14,5.0,1,10.0,27,0.0,30.05,6614
0.800658979,69,14,5.0,1,10.0,38,0.0,30.07,0
1.097199341,69,14,5.0,0,10.0,48,3.0,30.07,0
0.9834710740000001,63,5,2.0,0,10.0,75,0.0,30.08,0
0.6859504129999999,63,5,2.0,1,10.0,90,0.0,30.06,0
0.388429752,63,5,2.0,0,10.0,90,0.0,30.09,595
0.090909091,63,5,2.0,0,8.0,78,3.0,30.11,16232
0.20661157,63,5,2.0,1,8.0,73,8.0,30.06,21472
0.504132231,63,5,2.0,1,6.0,50,0.0,30.04,5578
0.801652893,63,5,2.0,1,10.0,68,3.0,30.06,0
1.099173554,63,5,2.0,2,9.0,75,0.0,30.09,0
0.9850993379999999,64,9,1.2,1,8.0,83,0.0,30.1,0
0.687086093,64,9,1.2,0,7.0,87,0.0,30.11,0
0.38907284799999997,64,9,1.2,1,6.0,90,3.0,30.13,585
0.091059603,64,9,1.2,1,6.0,78,3.0,30.15,16124
0.206953642,64,9,1.2,1,7.0,70,3.0,30.11,21511
0.504966887,64,9,1.2,2,10.0,49,0.0,30.08,5527
0.8029801320000001,64,9,1.2,1,10.0,70,0.0,30.09,0
1.100993377,64,9,1.2,1,10.0,78,0.0,30.11,0
0.988372093,57,29,9.3,1,10.0,81,0.0,30.11,0
0.6893687709999999,57,29,9.3,0,10.0,86,6.0,30.12,0
0.390365449,57,29,9.3,1,10.0,93,7.0,30.14,512
0.091362126,57,29,9.3,0,9.0,81,0.0,30.17,15771
0.20764119600000008,57,29,9.3,1,9.0,75,18.0,30.12,21856
0.506644518,57,29,9.3,1,9.0,83,16.0,30.09,4702
0.805647841,57,29,9.3,1,6.0,96,13.0,30.1,0
1.104651163,57,29,9.3,1,7.0,93,11.0,30.12,0
0.9916666670000001,54,27,5.7,2,7.0,93,6.0,30.13,0
0.691666667,54,27,5.7,4,8.0,86,5.0,30.14,0
0.391666667,54,27,5.7,4,6.0,86,7.0,30.14,0
0.091666667,54,27,5.7,4,8.0,86,5.0,30.16,3113
0.208333333,54,27,5.7,4,9.0,83,9.0,30.14,7669
0.5083333329999999,54,27,5.7,3,10.0,80,9.0,30.11,5693
0.808333333,54,27,5.7,3,10.0,90,10.0,30.14,0
1.108333333,54,27,5.7,4,10.0,86,8.0,30.16,0
0.9949916529999999,57,27,6.6,4,10.0,90,7.0,30.15,0
0.694490818,57,27,6.6,3,10.0,90,3.0,30.16,0
0.393989983,57,27,6.6,4,9.0,90,5.0,30.21,53
0.09348914900000001,57,27,6.6,4,8.0,87,5.0,30.25,4089
0.20701168600000008,57,27,6.6,3,10.0,78,11.0,30.22,14702
0.507512521,57,27,6.6,2,10.0,72,14.0,30.2,4839
0.8080133559999999,57,27,6.6,0,10.0,78,10.0,30.21,0
1.10851419,57,27,6.6,0,10.0,69,3.0,30.21,0
0.998324958,55,28,6.6,0,10.0,83,3.0,30.2,0
0.69681742,55,28,6.6,0,10.0,83,0.0,30.16,0
0.395309883,55,28,6.6,1,10.0,80,3.0,30.16,523
0.093802345,55,28,6.6,1,10.0,60,5.0,30.15,16265
0.207705193,55,28,6.6,1,10.0,37,0.0,30.11,22287
0.50921273,55,28,6.6,1,10.0,60,11.0,30.08,6352
0.810720268,55,28,6.6,0,10.0,83,22.0,30.1,0
1.112227806,55,28,6.6,0,10.0,83,8.0,30.11,0
1.0,54,28,6.0,2,10.0,77,0.0,30.09,0
0.697986577,54,28,6.0,0,10.0,83,5.0,30.08,0
0.395973154,54,28,6.0,2,10.0,83,0.0,30.12,534
0.09395973199999999,54,28,6.0,2,10.0,72,3.0,30.15,15976
0.208053691,54,28,6.0,2,10.0,70,3.0,30.1,21808
0.5100671139999999,54,28,6.0,3,10.0,67,14.0,30.07,6518
0.812080537,54,28,6.0,4,9.0,96,20.0,30.08,0
1.11409396,54,28,6.0,1,8.0,100,0.0,30.09,0
1.003367003,56,17,4.0,0,10.0,93,5.0,30.07,0
0.7003366999999999,56,17,4.0,0,9.0,89,6.0,30.04,0
0.39730639700000003,56,17,4.0,1,9.0,96,5.0,30.04,377
0.094276094,56,17,4.0,1,8.0,72,7.0,30.06,15727
0.208754209,56,17,4.0,1,10.0,56,0.0,30.01,21630
0.5117845120000001,56,17,4.0,1,10.0,50,0.0,29.99,5778
0.814814815,56,17,4.0,1,10.0,78,0.0,30.01,0
1.117845118,56,17,4.0,0,10.0,77,0.0,30.05,0
1.006745363,54,15,2.7,1,10.0,86,0.0,30.05,0
0.703204047,54,15,2.7,0,9.0,89,5.0,30.05,0
0.399662732,54,15,2.7,2,5.0,89,3.0,30.06,0
0.09612141699999999,54,15,2.7,3,3.0,83,6.0,30.07,11153
0.207419899,54,15,2.7,3,4.0,80,5.0,30.03,13434
0.5109612139999999,54,15,2.7,3,7.0,62,3.0,30.0,1789
0.81450253,54,15,2.7,3,10.0,67,0.0,30.01,0
1.118043845,54,15,2.7,3,10.0,78,0.0,30.0,0
1.008445946,55,36,3.3,3,9.0,77,0.0,30.01,0
0.7043918920000001,55,36,3.3,3,10.0,83,0.0,30.03,0
0.40033783799999995,55,36,3.3,3,8.0,83,0.0,30.04,80
0.096283784,55,36,3.3,4,7.0,87,7.0,30.05,618
0.20777027,55,36,3.3,4,7.0,75,0.0,30.01,2606
0.511824324,55,36,3.3,4,6.0,81,6.0,29.98,915
0.815878378,55,36,3.3,3,10.0,75,0.0,29.96,0
1.119932432,55,36,3.3,3,10.0,83,7.0,29.96,0
1.011864407,55,34,2.1,3,10.0,80,3.0,29.94,0
0.7067796609999999,55,34,2.1,3,10.0,83,6.0,29.89,0
0.401694915,55,34,2.1,4,9.0,83,0.0,29.85,69
0.09661016900000001,55,34,2.1,4,9.0,78,0.0,29.88,1340
0.20847457600000002,55,34,2.1,4,4.0,90,0.0,29.88,2726
0.513559322,55,34,2.1,4,6.0,86,0.0,29.89,68
0.818644068,55,34,2.1,3,9.0,90,0.0,29.92,0
1.1237288140000001,55,34,2.1,4,8.0,90,0.0,29.95,0
1.0152801359999999,56,29,7.2,3,9.0,93,0.0,29.98,0
0.709677419,56,29,7.2,4,9.0,93,9.0,30.0,0
0.404074703,56,29,7.2,4,8.0,90,6.0,30.05,0
0.098471986,56,29,7.2,2,8.0,87,7.0,30.1,13893
0.20713073,56,29,7.2,4,9.0,80,11.0,30.09,11407
0.512733447,56,29,7.2,3,10.0,78,11.0,30.11,633
0.818336163,56,29,7.2,4,10.0,80,10.0,30.15,0
1.123938879,56,29,7.2,4,10.0,83,8.0,30.2,0
1.017006803,53,24,3.9,4,10.0,86,5.0,30.22,0
0.710884354,53,24,3.9,4,10.0,83,3.0,30.22,0
0.404761905,53,24,3.9,4,10.0,86,3.0,30.25,11
0.098639456,53,24,3.9,4,10.0,83,3.0,30.3,1353
0.207482993,53,24,3.9,4,10.0,83,5.0,30.24,10939
0.513605442,53,24,3.9,4,7.0,78,3.0,30.2,4273
0.819727891,53,24,3.9,2,10.0,90,8.0,30.22,0
1.12585034,53,24,3.9,2,8.0,96,0.0,30.22,0
1.0204778159999999,57,12,2.8,2,8.0,93,0.0,30.19,0
0.71331058,57,12,2.8,4,4.0,96,5.0,30.17,0
0.406143345,57,12,2.8,2,4.0,96,,30.16,159
0.098976109,57,12,2.8,3,7.0,80,8.0,30.19,7229
0.208191126,57,12,2.8,2,10.0,75,0.0,30.12,18371
0.5153583620000001,57,12,2.8,1,10.0,54,0.0,30.1,5918
0.822525597,57,12,2.8,0,10.0,70,0.0,30.11,0
1.129692833,57,12,2.8,0,10.0,72,3.0,30.15,0
1.023931624,55,7,2.3,0,10.0,80,0.0,30.17,0
0.7162393159999999,55,7,2.3,0,8.0,90,3.0,30.15,0
0.40854700899999996,55,7,2.3,2,4.0,93,3.0,30.14,191
0.10085470099999999,55,7,2.3,2,6.0,83,5.0,30.16,14064
0.20683760699999998,55,7,2.3,2,8.0,75,6.0,30.12,20574
0.514529915,55,7,2.3,2,6.0,75,0.0,30.09,5548
0.8222222220000001,55,7,2.3,1,10.0,67,0.0,30.11,0
1.12991453,55,7,2.3,0,9.0,83,3.0,30.13,0
1.025684932,53,28,6.9,0,6.0,93,0.0,30.13,0
0.7174657529999999,53,28,6.9,2,4.0,100,6.0,30.13,0
0.409246575,53,28,6.9,4,0.25,100,3.0,30.14,0
0.10102739699999999,53,28,6.9,4,3.0,96,7.0,30.18,2184
0.20719178100000002,53,28,6.9,4,4.0,86,9.0,30.14,2907
0.515410959,53,28,6.9,4,6.0,80,11.0,30.13,469
0.823630137,53,28,6.9,3,10.0,80,9.0,30.12,0
1.131849315,53,28,6.9,4,10.0,80,9.0,30.15,0
1.0274442540000002,56,28,6.9,4,10.0,83,9.0,30.16,0
0.718696398,56,28,6.9,4,10.0,86,11.0,30.17,0
0.409948542,56,28,6.9,4,7.0,96,8.0,30.18,0
0.101200686,56,28,6.9,3,9.0,81,9.0,30.2,10230
0.20754717,56,28,6.9,1,10.0,75,5.0,30.14,19145
0.516295026,56,28,6.9,2,10.0,70,10.0,30.15,5666
0.825042882,56,28,6.9,1,10.0,86,5.0,30.16,0
1.133790738,56,28,6.9,0,10.0,90,0.0,30.19,0
1.030927835,53,33,3.7,0,8.0,90,5.0,30.17,0
0.721649485,53,33,3.7,4,5.0,93,0.0,30.18,0
0.412371134,53,33,3.7,4,0.0,100,0.0,30.2,0
0.103092784,53,33,3.7,4,1.5,100,3.0,30.2,5857
0.206185567,53,33,3.7,3,5.0,80,5.0,30.12,14677
0.515463918,53,33,3.7,4,6.0,69,3.0,30.1,3724
0.824742268,53,33,3.7,3,9.0,86,6.0,30.09,0
1.134020619,53,33,3.7,3,9.0,83,7.0,30.08,0
1.032702238,54,6,7.4,2,10.0,77,11.0,30.06,0
0.7228915659999999,54,6,7.4,2,10.0,80,13.0,30.05,0
0.413080895,54,6,7.4,4,5.0,80,13.0,30.06,188
0.10327022400000001,54,6,7.4,4,5.0,77,7.0,30.07,13982
0.20654044800000002,54,6,7.4,0,7.0,64,6.0,30.03,21285
0.516351119,54,6,7.4,0,8.0,67,0.0,30.0,5652
0.82616179,54,6,7.4,0,8.0,83,5.0,30.02,0
1.135972461,54,6,7.4,0,9.0,77,0.0,30.08,0
1.036206897,54,15,3.5,0,10.0,83,5.0,30.11,0
0.725862069,54,15,3.5,0,10.0,89,5.0,30.14,0
0.41551724100000004,54,15,3.5,1,6.0,86,6.0,30.17,117
0.105172414,54,15,3.5,1,6.0,72,6.0,30.23,13253
0.205172414,54,15,3.5,1,9.0,56,0.0,30.18,20321
0.515517241,54,15,3.5,3,10.0,46,0.0,30.16,5999
0.825862069,54,15,3.5,2,10.0,55,0.0,30.19,0
1.136206897,54,15,3.5,1,10.0,71,5.0,30.23,0
1.036206897,51,3,3.6,1,10.0,68,0.0,30.22,0
0.725862069,51,3,3.6,0,10.0,74,0.0,30.21,0
0.41551724100000004,51,3,3.6,1,10.0,86,0.0,30.24,110
0.105172414,51,3,3.6,1,8.0,77,7.0,30.26,13734
0.205172414,51,3,3.6,1,7.0,62,0.0,30.21,20887
0.515517241,51,3,3.6,1,8.0,72,3.0,30.18,5603
0.825862069,51,3,3.6,1,9.0,77,3.0,30.17,0
1.136206897,51,3,3.6,1,10.0,80,0.0,30.18,0
1.037996546,50,27,6.6,2,8.0,86,6.0,30.17,0
0.727115717,50,27,6.6,2,5.0,89,6.0,30.16,0
0.41623488799999997,50,27,6.6,2,4.0,96,6.0,30.13,140
0.105354059,50,27,6.6,4,2.5,86,0.0,30.15,12328
0.20552677,50,27,6.6,4,6.0,80,11.0,30.1,11715
0.516407599,50,27,6.6,4,10.0,74,10.0,30.08,3854
0.827288428,50,27,6.6,4,10.0,80,8.0,30.06,0
1.138169257,50,27,6.6,4,10.0,80,6.0,30.07,0
1.041522491,50,33,4.9,4,10.0,80,6.0,30.06,0
0.7301038059999999,50,33,4.9,3,10.0,86,9.0,30.07,0
0.418685121,50,33,4.9,3,9.0,86,3.0,30.05,90
0.10726643599999999,50,33,4.9,3,9.0,77,8.0,30.1,3336
0.20415224899999998,50,33,4.9,1,10.0,77,9.0,30.07,15878
0.515570934,50,33,4.9,2,10.0,71,0.0,30.07,5654
0.826989619,50,33,4.9,1,10.0,74,0.0,30.08,0
1.1384083040000001,50,33,4.9,0,10.0,86,3.0,30.09,0
1.043327556,49,6,6.4,0,10.0,89,3.0,30.11,0
0.731369151,49,6,6.4,1,10.0,93,3.0,30.16,0
0.419410745,49,6,6.4,1,10.0,57,7.0,30.23,108
0.10745234,49,6,6.4,1,10.0,49,6.0,30.27,13962
0.20450606600000001,49,6,6.4,1,10.0,55,7.0,30.23,21545
0.516464471,49,6,6.4,1,10.0,67,11.0,30.26,5580
0.8284228770000001,49,6,6.4,0,10.0,69,6.0,30.31,0
1.140381282,49,6,6.4,0,10.0,80,0.0,30.35,0
1.046875,51,12,4.0,0,9.0,89,6.0,30.36,0
0.734375,51,12,4.0,0,9.0,86,6.0,30.35,0
0.421875,51,12,4.0,0,6.0,80,10.0,30.36,98
0.109375,51,12,4.0,0,5.0,74,3.0,30.4,13185
0.203125,51,12,4.0,0,8.0,51,3.0,30.32,20658
0.515625,51,12,4.0,1,9.0,78,6.0,30.26,5430
0.828125,51,12,4.0,0,10.0,69,3.0,30.25,0
1.140625,51,12,4.0,1,10.0,74,3.0,30.27,0
1.046875,50,29,4.9,0,10.0,80,0.0,30.22,0
0.734375,50,29,4.9,1,10.0,83,0.0,30.18,0
0.421875,50,29,4.9,1,10.0,83,9.0,30.18,25
0.109375,50,29,4.9,3,8.0,72,0.0,30.18,12722
0.203125,50,29,4.9,3,9.0,67,5.0,30.1,17127
0.515625,50,29,4.9,3,6.0,78,0.0,30.04,4287
0.828125,50,29,4.9,1,10.0,75,13.0,29.99,0
1.140625,50,29,4.9,2,9.0,90,11.0,30.0,0
1.050434783,53,27,9.4,4,8.0,90,8.0,29.97,0
0.7373913040000001,53,27,9.4,4,10.0,86,0.0,29.94,0
0.42434782600000004,53,27,9.4,2,6.0,89,3.0,29.95,101
0.11130434800000001,53,27,9.4,1,4.0,80,0.0,29.97,12297
0.20173913,53,27,9.4,3,9.0,67,8.0,29.9,15931
0.514782609,53,27,9.4,4,9.0,83,14.0,29.88,2812
0.827826087,53,27,9.4,4,10.0,80,29.0,29.86,0
1.140869565,53,27,9.4,4,10.0,90,7.0,29.85,0
1.050434783,49,29,15.9,3,10.0,72,22.0,29.84,0
0.7373913040000001,49,29,15.9,4,9.0,69,22.0,29.85,0
0.42434782600000004,49,29,15.9,2,10.0,66,14.0,29.89,75
0.11130434800000001,49,29,15.9,2,10.0,57,15.0,29.92,12944
0.20173913,49,29,15.9,3,10.0,51,20.0,29.87,17309
0.514782609,49,29,15.9,2,10.0,61,16.0,29.85,3618
0.827826087,49,29,15.9,2,10.0,66,20.0,29.89,0
1.140869565,49,29,15.9,3,10.0,63,10.0,29.92,0
1.054006969,45,16,7.8,2,10.0,68,8.0,29.91,0
0.740418118,45,16,7.8,2,10.0,76,6.0,29.93,0
0.426829268,45,16,7.8,3,10.0,83,7.0,29.95,0
0.11324041800000001,45,16,7.8,4,10.0,74,13.0,29.95,738
0.200348432,45,16,7.8,4,10.0,80,6.0,29.89,4194
