id,carat,cut,color,clarity,depth,table,x,y,z,price
3820,1.27,Premium,G,VS2,61.0,60.0,6.97,6.93,4.24,8705
3821,0.81,Very Good,I,VS2,60.4,63.0,5.97,5.95,3.6,2616
3822,1.04,Very Good,G,SI2,62.9,58.0,6.43,6.47,4.06,4200
3823,0.35,Very Good,D,SI2,62.4,57.0,4.47,4.5,2.8,487
3824,0.92,Ideal,H,VVS1,62.1,54.0,6.26,6.23,3.88,5886
3825,0.31,Premium,I,VS2,62.3,60.0,4.32,4.31,2.69,558
3826,0.57,Ideal,F,VVS1,62.5,56.0,5.27,5.32,3.31,2682
3827,1.51,Ideal,J,SI1,62.0,55.0,7.42,7.31,4.57,8981
3828,0.98,Fair,G,I1,68.0,63.0,6.13,6.02,4.13,1749
3829,0.34,Ideal,G,VS2,61.5,55.0,4.47,4.5,2.76,596
3830,1.3,Premium,G,SI2,61.8,57.0,7.02,6.94,4.32,5421
3831,0.53,Premium,E,SI1,61.9,56.0,5.22,5.19,3.22,1607
3832,0.7,Good,G,VS2,63.1,58.0,5.66,5.69,3.58,2282
3833,2.01,Premium,G,SI1,62.5,58.0,7.98,8.08,5.02,17334
3834,1.5,Ideal,H,SI1,61.6,57.0,7.34,7.24,4.49,7627
3835,0.37,Very Good,H,VVS2,62.2,59.0,4.54,4.56,2.83,746
3836,0.32,Premium,D,VS2,62.9,59.0,4.39,4.36,2.75,842
3837,0.34,Premium,H,VS2,61.7,60.0,4.47,4.51,2.77,537
3838,0.37,Ideal,F,SI1,61.6,56.0,4.61,4.65,2.85,746
3839,0.7,Ideal,E,VS2,62.2,55.0,5.72,5.69,3.55,2616
3840,1.51,Premium,E,VS1,62.7,58.0,7.33,7.25,4.57,16669
3841,0.42,Ideal,F,VVS2,61.3,57.0,4.82,4.8,2.95,1221
3842,1.38,Premium,G,SI2,58.3,59.0,7.34,7.27,4.26,5487
3843,0.31,Very Good,G,SI1,63.2,57.0,4.3,4.27,2.71,593
3844,1.5,Ideal,H,SI1,62.0,55.0,7.34,7.29,4.54,11189
3845,0.44,Ideal,J,VS2,62.3,54.0,4.89,4.86,3.04,828
3846,1.51,Premium,J,VVS2,62.9,58.0,7.33,7.21,4.57,8930
3847,0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,3017
3848,0.35,Very Good,D,SI1,63.3,57.0,4.53,4.51,2.86,827
3849,1.21,Very Good,G,SI2,58.9,61.0,6.91,6.98,4.09,4887
3850,0.73,Ideal,H,IF,62.2,54.0,5.76,5.82,3.6,3301
3851,0.52,Ideal,E,VS2,61.1,57.0,5.2,5.18,3.17,1815
3852,0.33,Ideal,G,VVS2,61.5,56.0,4.45,4.49,2.75,752
3853,1.21,Premium,J,VVS1,61.3,59.0,6.81,6.86,4.19,5893
3854,0.52,Ideal,G,VS1,61.4,56.0,5.18,5.21,3.19,1722
3855,1.03,Ideal,F,SI2,61.6,55.0,6.46,6.49,3.99,4683
3856,0.71,Premium,D,VVS2,60.4,59.0,5.73,5.69,3.45,3877
3857,0.7,Good,F,SI1,64.3,63.0,5.58,5.55,3.58,2059
3858,0.35,Premium,E,SI2,59.9,61.0,4.59,4.56,2.74,672
3859,1.5,Ideal,G,SI2,61.4,56.0,7.38,7.34,4.52,8736
3860,0.7,Premium,G,SI1,60.3,58.0,5.73,5.77,3.47,2170
3861,0.55,Premium,G,SI1,62.1,56.0,5.28,5.22,3.26,1321
3862,1.01,Very Good,H,SI2,63.5,58.0,6.29,6.37,4.02,4475
3863,1.2,Premium,H,SI2,59.6,60.0,6.91,6.84,4.1,4906
3864,2.05,Premium,G,SI2,58.7,60.0,8.4,8.32,4.91,17988
3865,0.41,Very Good,E,SI1,60.4,58.0,4.75,4.79,2.88,725
3866,1.05,Ideal,J,SI1,61.5,55.0,6.53,6.57,4.03,4405
3867,0.41,Very Good,G,VS1,60.6,56.0,4.83,4.87,2.94,976
3868,0.33,Very Good,G,SI2,59.4,59.0,4.5,4.52,2.68,434
3869,0.51,Premium,G,VS2,61.1,58.0,5.17,5.2,3.17,1381
3870,2.01,Good,G,SI2,63.6,59.0,8.0,7.95,5.07,15977
3871,1.01,Good,G,VS2,63.8,57.0,6.27,6.34,4.02,5279
3872,0.37,Premium,G,VS2,61.3,60.0,4.6,4.63,2.83,649
3873,0.37,Premium,G,VS2,61.2,60.0,4.63,4.58,2.82,833
3874,2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,12349
3875,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,16718
3876,0.8,Very Good,D,SI1,62.9,60.0,5.89,5.94,3.72,3502
3877,1.29,Ideal,H,SI2,62.1,57.0,6.95,6.93,4.31,5926
3878,1.04,Premium,G,SI2,60.6,59.0,6.6,6.56,3.99,3896
3879,0.3,Ideal,I,VS1,61.4,56.0,4.3,4.33,2.65,491
3880,1.24,Ideal,G,VS1,61.1,57.0,6.98,6.91,4.24,8449
3881,0.55,Good,F,VS2,58.2,58.0,5.42,5.46,3.16,1624
3882,0.73,Premium,H,SI2,61.2,59.0,5.83,5.77,3.55,1699
3883,0.7,Ideal,I,VS1,61.5,56.0,5.71,5.75,3.52,2924
3884,0.76,Ideal,G,VVS1,62.0,54.7,5.83,5.87,3.62,3671
3885,1.08,Ideal,H,VVS2,62.4,55.0,6.53,6.57,4.09,6856
3886,0.23,Very Good,F,VVS1,60.1,57.0,4.0,4.02,2.41,465
3887,1.2,Premium,I,SI1,61.7,56.0,6.82,6.76,4.19,4872
3888,0.7,Good,F,VVS2,63.1,58.0,5.6,5.66,3.55,2721
3889,0.52,Ideal,E,VS1,62.5,56.0,5.11,5.16,3.21,1668
3890,0.33,Premium,E,VVS2,60.3,58.0,4.49,4.47,2.7,1114
3891,1.02,Premium,F,SI2,60.2,61.0,6.52,6.48,3.91,4238
3892,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,1103
3893,1.51,Very Good,F,SI2,63.2,60.0,7.2,7.27,4.57,8462
3894,0.39,Good,F,SI1,63.6,58.0,4.6,4.65,2.94,718
3895,0.54,Premium,D,SI1,62.3,60.0,5.18,5.22,3.24,1595
3896,0.5,Very Good,E,VS2,61.2,63.0,5.14,5.09,3.13,1623
3897,0.44,Ideal,E,VS2,61.9,55.0,4.86,4.89,3.02,1003
3898,1.37,Ideal,G,VS1,61.1,55.0,7.2,7.16,4.39,11009
3899,1.04,Ideal,G,VS2,61.4,57.0,6.5,6.53,4.0,6177
3900,1.55,Ideal,I,SI2,60.7,60.0,7.49,7.46,4.54,8056
3901,0.72,Ideal,F,VS1,62.4,56.0,5.76,5.72,3.58,3084
3902,0.54,Ideal,F,VS1,60.9,57.0,5.26,5.21,3.19,1866
3903,1.66,Premium,D,SI1,62.0,59.0,7.6,7.55,4.7,14354
3904,0.23,Very Good,H,VVS2,62.4,55.0,3.91,3.94,2.45,431
3905,0.31,Ideal,D,SI2,62.5,55.0,4.34,4.3,2.7,593
3906,1.0,Premium,F,SI1,60.3,58.0,6.47,6.43,3.89,5292
3907,1.2,Ideal,I,SI1,60.1,56.0,6.9,6.84,4.13,5578
3908,0.9,Good,E,SI2,62.1,63.0,6.09,6.12,3.79,3724
3909,0.31,Very Good,G,VS1,63.0,57.0,4.28,4.32,2.71,625
3910,1.57,Premium,J,VS1,61.3,59.0,7.47,7.44,4.57,8752
3911,0.96,Premium,I,VS2,60.6,60.0,6.47,6.4,3.9,3808
3912,2.26,Very Good,D,SI2,61.6,61.0,8.47,8.38,5.19,18028
3913,1.03,Premium,F,SI2,60.7,60.0,6.47,6.52,3.94,4503
3914,1.12,Premium,D,SI2,60.5,59.0,6.72,6.76,4.08,5233
3915,0.41,Premium,G,VVS1,59.9,59.0,4.83,4.79,2.88,1230
3916,1.02,Very Good,F,VS1,63.6,60.0,6.25,6.33,4.0,7682
3917,1.19,Very Good,D,VVS1,59.4,56.0,6.95,7.0,4.14,15767
3918,1.01,Good,H,SI1,62.9,55.0,6.35,6.41,4.01,4574
3919,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,4273
3920,0.26,Very Good,F,VVS2,59.9,59.0,4.12,4.2,2.49,597
3921,1.01,Very Good,F,VS1,62.8,58.0,6.32,6.39,3.99,6999
3922,1.08,Ideal,G,IF,61.3,57.0,6.59,6.62,4.05,8873
3923,0.23,Ideal,F,VS1,61.9,56.0,3.94,3.96,2.44,493
3924,1.02,Very Good,F,SI1,63.7,56.0,6.34,6.41,4.06,5701
3925,0.9,Good,H,SI1,63.8,58.0,6.05,6.12,3.88,3357
3926,0.7,Good,I,SI1,61.6,63.0,5.59,5.68,3.47,1763
3927,0.45,Ideal,I,VS1,61.6,54.0,4.95,4.99,3.06,825
3928,1.0,Ideal,I,SI1,61.6,59.0,6.34,6.42,3.93,4133
3929,1.22,Very Good,I,VS2,59.6,58.0,6.95,6.98,4.15,6419
3930,1.34,Premium,G,SI2,60.1,61.0,7.11,7.06,4.26,4953
3931,1.21,Premium,J,VS1,60.0,60.0,6.95,6.88,4.15,5489
3932,1.15,Good,H,VS2,63.1,56.0,6.62,6.7,4.2,5646
3933,1.02,Very Good,G,IF,62.3,59.0,6.36,6.45,3.99,8624
3934,0.57,Very Good,I,SI2,62.1,57.0,5.29,5.33,3.3,1000
3935,0.55,Ideal,F,VS2,62.7,55.0,5.24,5.26,3.29,1580
3936,0.6,Ideal,E,VS1,59.6,59.0,5.52,5.45,3.27,2339
3937,1.13,Premium,E,SI2,62.5,57.0,6.68,6.63,4.16,3898
3938,0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,951
3939,0.37,Ideal,E,VS1,61.2,56.0,4.67,4.64,2.85,1124
3940,0.32,Ideal,G,IF,61.6,55.0,4.42,4.45,2.73,918
3941,1.01,Good,F,SI1,63.7,57.0,6.4,6.35,4.06,4989
3942,0.25,Ideal,H,VVS1,62.5,56.0,4.03,4.06,2.53,450
3943,0.92,Premium,H,SI1,62.2,58.0,6.19,6.23,3.86,3675
3944,1.6,Premium,F,SI2,61.1,58.0,7.57,7.53,4.61,9229
3945,1.0,Fair,E,SI2,64.6,60.0,6.23,6.18,4.01,4077
3946,1.59,Ideal,I,SI1,60.2,57.0,7.56,7.72,4.6,9813
3947,0.59,Premium,E,SI1,61.8,60.0,5.39,5.33,3.31,1789
3948,0.5,Very Good,D,SI1,61.9,61.0,5.09,5.12,3.16,1436
3949,0.3,Very Good,F,SI2,62.3,58.0,4.28,4.32,2.68,394
3950,0.4,Ideal,G,SI2,62.4,56.0,4.71,4.75,2.95,573
3951,0.31,Ideal,D,VS2,62.7,55.0,4.31,4.34,2.71,734
3952,2.56,Premium,J,SI1,61.4,58.0,8.76,8.73,5.37,17186
3953,0.91,Good,J,VS1,64.2,60.0,6.01,5.95,3.84,3210
3954,0.46,Ideal,G,IF,61.1,56.0,5.0,5.02,3.06,1987
3955,1.67,Ideal,F,SI2,62.4,54.0,7.6,7.63,4.75,11341
3956,0.41,Premium,J,VS1,62.1,58.0,4.79,4.75,2.96,830
3957,1.05,Premium,D,SI2,60.4,57.0,6.6,6.55,3.97,5057
3958,0.31,Ideal,E,VS2,61.9,55.0,4.36,4.39,2.71,680
3959,0.26,Very Good,F,VVS1,63.3,57.0,4.07,4.05,2.57,724
3960,2.0,Very Good,J,SI1,61.9,59.0,7.96,8.0,4.94,11404
3961,1.03,Premium,D,SI1,61.8,57.0,6.53,6.49,4.02,5491
3962,0.54,Ideal,G,VS2,61.0,57.0,5.24,5.28,3.21,1644
3963,0.7,Ideal,F,SI1,61.6,56.0,5.73,5.67,3.51,2319
3964,0.77,Good,H,VVS1,63.1,57.0,5.83,5.86,3.69,3096
3965,0.31,Ideal,E,VS2,61.8,54.0,4.34,4.37,2.69,680
3966,0.52,Very Good,F,VS1,63.2,57.0,5.09,5.1,3.22,1748
3967,1.04,Ideal,G,VS1,60.7,55.0,6.57,6.61,4.0,7655
3968,0.28,Good,E,VVS1,64.6,55.0,4.15,4.18,2.69,492
3969,0.31,Ideal,E,VS1,61.6,56.0,4.35,4.38,2.69,734
3970,0.31,Ideal,I,SI1,61.3,56.0,4.37,4.4,2.69,436
3971,1.0,Fair,G,VS1,63.1,68.0,6.32,6.17,3.94,4892
3972,0.77,Very Good,F,VVS2,60.6,60.0,5.89,5.92,3.58,3917
3973,0.4,Premium,G,VS2,60.4,58.0,4.78,4.75,2.88,966
3974,0.73,Very Good,H,VS1,61.4,58.0,5.75,5.85,3.56,2557
3975,1.0,Very Good,E,SI1,61.1,60.0,6.42,6.47,3.94,5082
3976,0.5,Ideal,E,VS1,61.7,57.0,5.11,5.13,3.16,2192
3977,1.01,Ideal,G,SI2,59.5,57.0,6.56,6.59,3.91,4079
3978,1.01,Ideal,D,SI2,61.6,57.0,6.46,6.42,3.97,5006
3979,0.26,Good,H,VVS2,63.4,55.0,4.05,4.06,2.57,440
3980,1.5,Ideal,G,SI2,61.5,57.0,7.33,7.39,4.53,7936
3981,0.31,Very Good,E,VVS2,58.8,59.0,4.46,4.45,2.62,704
3982,1.0,Fair,G,VS2,66.1,61.0,6.08,5.99,3.99,4838
3983,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2307
3984,0.4,Ideal,E,VS1,60.1,57.0,4.77,4.82,2.88,931
3985,0.76,Ideal,I,VS1,61.5,57.0,5.85,5.89,3.61,2679
3986,1.4,Very Good,J,SI1,63.5,58.0,7.05,7.09,4.49,6145
3987,1.5,Premium,E,SI1,61.3,59.0,7.39,7.25,4.49,10819
3988,0.73,Fair,D,SI2,65.5,60.0,5.64,5.54,3.66,2147
3989,0.3,Ideal,F,VVS1,61.8,54.0,4.34,4.36,2.69,857
3990,0.9,Very Good,F,SI1,63.0,60.0,6.09,6.13,3.85,4232
3991,0.71,Ideal,F,I1,60.1,57.0,5.79,5.76,3.47,1761
3992,0.3,Ideal,E,VS2,62.5,56.0,4.28,4.3,2.68,658
3993,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5880
3994,0.79,Good,F,SI1,58.1,59.0,6.06,6.13,3.54,2756
3995,1.19,Ideal,H,I1,61.5,57.0,6.79,6.83,4.19,3665
3996,1.16,Ideal,D,VS2,62.1,57.0,6.73,6.7,4.17,8185
3997,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,863
3998,1.08,Ideal,H,VS2,61.9,54.0,6.61,6.64,4.1,5745
3999,0.52,Ideal,G,VS1,61.3,56.0,5.2,5.17,3.18,1694
4000,1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,9640
4001,1.02,Premium,G,VS2,62.1,59.0,6.47,6.41,4.0,6169
4002,0.31,Very Good,D,SI1,62.9,57.0,4.27,4.32,2.7,571
4003,1.05,Premium,D,SI1,60.5,56.0,6.7,6.59,4.0,5927
4004,0.27,Very Good,D,VVS2,64.6,53.0,4.04,4.1,2.63,575
4005,0.53,Very Good,E,VS2,60.1,59.0,5.24,5.27,3.16,1852
4006,0.71,Ideal,G,SI2,61.8,56.0,5.7,5.72,3.53,2031
4007,1.0,Ideal,E,SI1,62.4,55.0,6.34,6.42,3.98,6324
4008,0.31,Premium,G,SI1,60.7,60.0,4.34,4.36,2.64,462
4009,0.51,Ideal,F,SI1,60.8,57.0,5.15,5.18,3.14,1633
4010,0.7,Fair,E,SI2,70.6,56.0,5.45,5.35,3.81,1828
4011,1.01,Very Good,G,VS2,63.0,57.0,6.35,6.42,4.02,5919
4012,1.58,Very Good,J,SI1,61.6,57.0,7.47,7.54,4.62,8057
4013,0.91,Fair,H,SI2,61.3,67.0,6.24,6.19,3.81,2825
4014,1.7,Premium,H,VVS2,61.4,58.0,7.66,7.62,4.69,10337
4015,0.41,Very Good,D,SI1,60.3,63.0,4.8,4.78,2.89,920
4016,1.04,Ideal,F,SI1,61.4,59.0,6.46,6.5,3.98,5220
4017,0.71,Ideal,H,SI2,62.2,55.0,5.72,5.7,3.55,2360
4018,0.51,Very Good,E,VVS1,62.2,60.0,5.08,5.12,3.17,2579
4019,1.33,Ideal,G,VS1,59.9,57.3,7.16,7.21,4.3,10732
4020,0.7,Very Good,F,VS2,62.9,57.0,5.59,5.63,3.53,2473
4021,0.27,Very Good,E,VS2,61.3,58.0,4.13,4.16,2.54,470
4022,0.71,Ideal,F,VVS1,61.0,56.0,5.77,5.8,3.53,5019
4023,1.58,Ideal,D,SI2,62.5,55.0,7.39,7.45,4.64,11428
4024,1.2,Very Good,J,SI1,61.2,55.0,6.84,6.88,4.2,5142
4025,0.92,Very Good,I,SI1,63.7,58.0,6.12,6.18,3.92,3345
4026,0.58,Ideal,G,SI2,62.1,54.0,5.36,5.39,3.34,1213
4027,1.21,Premium,G,SI2,60.3,58.0,6.9,6.96,4.18,5430
4028,0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87,4140
4029,0.33,Ideal,I,VVS2,61.0,56.0,4.48,4.51,2.74,722
4030,0.3,Very Good,J,VS1,62.4,58.0,4.26,4.3,2.67,394
4031,0.53,Ideal,G,VVS1,61.6,57.0,5.2,5.22,3.21,2153
4032,1.04,Premium,I,SI1,61.8,60.0,6.51,6.47,4.01,4368
4033,0.55,Premium,G,SI1,61.3,59.0,5.23,5.28,3.22,1316
4034,1.0,Very Good,D,VVS2,61.3,58.0,6.37,6.42,3.92,9487
4035,1.08,Ideal,G,SI2,61.9,57.0,6.57,6.55,4.06,4627
4036,0.71,Premium,I,SI2,60.3,58.0,5.78,5.72,3.47,1917
4037,0.9,Good,F,SI2,63.2,58.0,6.09,6.12,3.86,3318
4038,0.71,Ideal,G,VVS1,62.6,56.0,5.65,5.69,3.55,3210
4039,0.31,Ideal,G,VVS1,61.6,57.0,4.34,4.36,2.68,789
4040,0.79,Very Good,H,SI1,63.2,59.0,5.87,5.84,3.7,2663
4041,0.71,Good,I,SI1,63.6,63.0,5.61,5.64,3.58,1651
4042,0.91,Premium,E,SI2,61.0,58.0,6.31,6.27,3.84,3644
4043,0.31,Very Good,I,VVS1,63.1,59.0,4.31,4.25,2.7,732
4044,1.54,Premium,G,SI1,61.8,59.0,7.32,7.37,4.54,11107
4045,0.25,Ideal,G,VS1,62.3,54.0,4.05,4.11,2.54,438
4046,1.01,Good,I,VS1,59.0,63.5,6.5,6.57,3.86,5056
4047,1.2,Premium,H,SI2,62.5,58.0,6.81,6.76,4.24,5376
4048,0.6,Premium,F,VS1,59.4,58.0,5.52,5.45,3.26,2142
4049,1.01,Premium,E,SI1,61.8,60.0,6.36,6.4,3.94,5279
4050,1.07,Ideal,F,SI2,62.0,57.0,6.6,6.49,4.06,4764
4051,0.3,Ideal,F,VVS2,61.5,55.0,4.33,4.35,2.67,694
4052,0.46,Good,G,VS1,59.5,61.4,4.95,5.0,2.96,1179
4053,2.21,Very Good,I,SI1,62.9,59.0,8.3,8.34,5.23,17784
4054,0.71,Very Good,E,VS2,59.9,59.0,5.79,5.83,3.48,3053
4055,1.18,Ideal,F,VVS2,60.6,55.0,6.84,6.88,4.16,11415
4056,0.62,Ideal,G,VS1,60.7,55.0,5.55,5.59,3.38,2206
4057,0.31,Premium,G,IF,61.7,54.0,4.36,4.33,2.68,988
4058,0.73,Ideal,F,VS1,61.4,55.0,5.81,5.84,3.57,3493
4059,0.4,Ideal,J,VS2,62.3,55.0,4.72,4.75,2.95,598
4060,0.7,Good,D,SI2,59.2,60.0,5.75,5.78,3.41,2382
4061,1.74,Ideal,I,VS1,61.8,56.0,7.69,7.73,4.77,15189
4062,0.53,Ideal,G,SI2,61.6,55.0,5.2,5.25,3.22,1171
4063,1.03,Premium,F,VS2,60.5,59.0,6.6,6.52,3.97,5330
4064,0.34,Ideal,G,VS2,61.5,56.0,4.5,4.47,2.76,765
4065,0.27,Very Good,E,VVS2,63.0,56.0,4.12,4.14,2.6,622
4066,1.0,Very Good,H,SI1,62.0,54.0,6.43,6.47,4.0,4995
4067,1.51,Very Good,F,VS2,62.5,58.0,7.21,7.36,4.55,14165
4068,1.1,Very Good,H,SI1,63.0,57.0,6.5,6.54,4.11,4689
4069,1.06,Ideal,H,SI2,60.4,57.0,6.64,6.58,3.99,3799
4070,0.5,Good,E,VVS2,58.9,61.0,5.18,5.2,3.06,2183
4071,1.01,Premium,F,SI1,61.8,59.0,6.34,6.41,3.94,4899
4072,1.02,Very Good,D,SI1,63.5,61.0,6.35,6.27,4.01,5598
4073,1.28,Ideal,H,SI1,62.4,56.0,6.93,6.91,4.32,6701
4074,0.27,Ideal,I,VS1,61.9,54.0,4.15,4.18,2.58,432
4075,0.34,Ideal,G,IF,61.9,54.0,4.49,4.46,2.77,1084
4076,1.0,Fair,G,SI1,64.4,57.0,6.32,6.28,4.06,4295
4077,0.33,Very Good,E,SI1,60.6,60.0,4.41,4.44,2.68,579
4078,0.43,Very Good,G,VS1,62.2,59.0,4.81,4.84,3.0,943
4079,0.41,Very Good,G,IF,60.9,59.0,4.8,4.85,2.94,1197
4080,0.53,Ideal,D,IF,62.2,55.0,5.17,5.19,3.22,3812
4081,0.59,Very Good,E,VS1,61.2,58.0,5.4,5.45,3.32,2200
4082,0.34,Very Good,D,VS1,59.8,57.0,4.54,4.59,2.73,725
4083,1.0,Premium,F,I1,62.4,59.0,6.34,6.38,3.97,3344
4084,0.9,Very Good,E,VS2,62.1,55.0,6.14,6.23,3.84,4919
4085,0.72,Ideal,G,VS1,61.0,55.0,5.81,5.83,3.55,3478
4086,1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,9253
4087,0.91,Fair,F,I1,67.0,62.0,5.97,5.89,3.98,1570
4088,1.74,Premium,H,SI1,61.6,59.0,7.7,7.62,4.72,8653
4089,0.9,Very Good,G,SI2,64.2,56.0,6.04,6.11,3.9,3123
4090,1.06,Ideal,H,SI1,62.7,57.0,6.53,6.48,4.08,4196
4091,1.5,Premium,J,SI1,61.2,61.0,7.43,7.37,4.53,7518
4092,2.05,Good,G,I1,56.9,58.0,8.46,8.3,4.77,7026
4093,1.06,Very Good,H,SI1,59.1,58.0,6.66,6.71,3.95,5048
4094,0.51,Ideal,D,SI1,62.4,57.0,5.13,5.09,3.19,1687
4095,0.5,Premium,G,VS1,62.2,59.0,5.09,5.04,3.15,1746
4096,0.76,Premium,E,VS2,60.5,56.0,5.98,5.95,3.61,3447
4097,1.21,Very Good,I,SI2,62.0,56.0,6.79,6.86,4.23,5111
4098,0.57,Ideal,G,VS2,60.2,59.0,5.38,5.42,3.25,1642
4099,0.72,Very Good,E,VS2,58.3,57.0,5.89,5.94,3.45,2872
4100,0.73,Ideal,D,VVS2,62.0,53.6,5.76,5.8,3.59,4547
4101,1.3,Ideal,H,VS2,62.9,56.0,7.0,6.96,4.39,5387
4102,0.72,Premium,E,VVS1,62.9,59.0,5.75,5.67,3.59,3566
4103,0.91,Very Good,D,SI1,60.8,60.0,6.24,6.21,3.79,4561
4104,0.32,Premium,H,VS1,60.6,60.0,4.4,4.44,2.68,561
4105,0.7,Fair,H,VVS2,65.8,58.0,5.49,5.42,3.59,2500
4106,0.5,Very Good,G,VS1,61.0,58.0,5.08,5.15,3.12,1694
4107,1.02,Ideal,F,VS1,61.0,56.0,6.49,6.52,3.97,8011
4108,0.3,Premium,D,VS1,61.2,59.0,4.34,4.29,2.64,914
4109,1.02,Very Good,E,SI1,62.6,58.0,6.4,6.45,4.02,5814
4110,0.24,Very Good,E,VS1,62.4,56.0,3.96,3.97,2.47,461
4111,1.25,Ideal,E,VS2,62.6,56.0,6.89,6.84,4.3,8400
4112,0.53,Ideal,F,VS1,62.3,55.0,5.18,5.22,3.24,1812
4113,1.22,Premium,I,VS2,62.3,59.0,6.79,6.83,4.24,5832
4114,1.63,Very Good,H,SI1,59.8,60.0,7.64,7.68,4.58,10216
4115,1.07,Very Good,E,IF,58.6,63.0,6.7,6.79,3.95,11475
4116,2.01,Premium,J,SI1,59.8,57.0,8.17,8.13,4.87,10412
4117,0.3,Ideal,E,VS2,61.8,57.0,4.34,4.3,2.67,844
4118,1.03,Ideal,D,SI1,61.2,55.0,6.51,6.57,4.0,5804
4119,1.01,Good,F,VS2,60.6,62.0,6.52,6.49,3.94,6332
4120,1.51,Premium,H,IF,60.2,60.0,7.44,7.41,4.47,13194
4121,0.39,Ideal,G,IF,62.1,53.7,4.67,4.71,2.91,1189
4122,0.3,Ideal,H,VVS1,62.2,56.0,4.28,4.3,2.67,665
4123,0.9,Premium,F,SI2,60.6,59.0,6.27,6.21,3.78,3951
4124,1.11,Ideal,I,SI1,61.4,60.0,6.61,6.65,4.07,4849
4125,0.31,Ideal,H,VVS1,62.0,55.0,4.34,4.37,2.7,671
4126,0.35,Ideal,G,VS1,62.5,55.0,4.55,4.51,2.83,906
4127,0.7,Ideal,H,SI1,60.5,57.0,5.81,5.79,3.51,2548
4128,0.51,Ideal,G,VVS1,61.4,56.0,5.14,5.15,3.16,1963
4129,0.38,Premium,G,SI1,61.4,61.0,4.66,4.62,2.85,855
4130,1.05,Premium,H,SI1,61.9,58.0,6.45,6.5,4.01,4608
4131,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,2862
4132,0.79,Very Good,F,SI1,58.5,61.0,6.03,6.08,3.54,3073
4133,1.0,Very Good,G,SI1,61.0,56.7,6.44,6.47,3.94,5522
4134,1.1,Ideal,H,SI1,61.6,57.0,6.63,6.61,4.08,5278
4135,1.51,Good,H,VVS2,63.1,59.0,7.26,7.28,4.59,11826
4136,2.01,Good,I,VS1,62.5,56.0,7.96,8.0,4.99,17365
4137,0.9,Good,D,SI2,60.3,64.0,6.14,6.1,3.69,3473
4138,0.44,Ideal,E,SI1,62.6,56.0,4.9,4.84,3.05,1040
4139,0.81,Ideal,G,VS1,62.3,57.0,5.99,5.95,3.72,3544
4140,0.83,Ideal,H,SI1,62.5,55.0,6.04,6.0,3.76,2816
4141,0.53,Premium,D,VS1,61.3,58.0,5.27,5.2,3.21,2321
4142,1.59,Fair,I,SI2,65.2,58.0,7.28,7.24,4.73,7080
4143,0.44,Ideal,G,VVS1,61.6,56.0,4.9,4.88,3.01,1294
4144,1.4,Ideal,H,IF,60.9,57.0,7.22,7.29,4.42,10976
4145,0.9,Good,H,SI1,64.4,58.0,6.04,6.08,3.9,3465
4146,1.71,Ideal,J,VVS2,61.6,59.0,7.65,7.68,4.72,10945
4147,0.5,Very Good,D,SI1,62.8,53.0,5.04,5.08,3.18,1436
4148,0.27,Ideal,F,VS2,61.9,54.0,4.14,4.16,2.57,583
4149,0.34,Ideal,E,VS1,61.2,57.0,4.45,4.5,2.74,805
4150,0.8,Very Good,G,SI2,63.0,55.0,5.92,5.95,3.74,2616
4151,1.12,Ideal,H,SI2,61.4,56.0,6.69,6.66,4.1,3763
4152,1.0,Premium,E,VS1,61.9,60.0,6.44,6.41,3.98,7392
4153,0.26,Premium,H,VVS1,59.8,59.0,4.12,4.17,2.48,468
4154,0.32,Ideal,F,VVS1,61.0,56.0,4.42,4.47,2.71,828
4155,0.36,Ideal,H,VVS1,62.3,56.0,4.57,4.54,2.84,1053
4156,0.9,Premium,H,VS2,61.8,56.0,6.25,6.18,3.84,4082
4157,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,752
4158,0.9,Good,F,VS1,63.3,59.0,6.03,6.07,3.83,4508
4159,1.2,Very Good,D,SI1,60.7,58.0,6.81,6.86,4.15,7191
4160,2.04,Good,D,SI1,61.9,60.0,8.15,8.11,5.03,18468
4161,1.5,Premium,F,VS2,61.5,58.0,7.34,7.36,4.52,14071
4162,1.63,Ideal,H,VS2,61.3,56.0,7.6,7.57,4.65,12620
4163,0.31,Ideal,F,IF,61.4,56.0,4.37,4.42,2.7,1168
4164,0.31,Premium,I,SI1,61.3,58.0,4.37,4.34,2.67,523
